SalaryChangeID,EmployeeID,EffectiveDate,MonthlyIncome,ChangeType
697,237,2024-09-25,80063.0,Hike
698,238,2025-08-22,29447.0,Joining
699,239,2024-08-03,42004.0,Joining
700,240,2025-10-09,61882.0,Joining
701,241,2025-03-17,35809.0,Joining
702,242,2025-07-08,57374.0,Joining
703,243,2024-10-01,41131.0,Joining
704,244,2021-05-20,97610.0,Joining
705,244,2022-05-20,105011.0,Hike
706,244,2023-05-20,109749.0,Hike
707,244,2024-05-19,117326.0,Hike
708,245,2019-12-03,41101.0,Joining
709,245,2020-12-02,44002.0,Hike
710,245,2021-12-02,46925.0,Hike
711,245,2022-12-02,49832.0,Hike
712,245,2023-12-02,52852.0,Hike
713,245,2024-12-01,56992.0,Hike
714,246,2021-07-21,65907.0,Joining
715,246,2022-07-21,70140.0,Hike
716,246,2023-07-21,73479.0,Hike
717,246,2024-07-20,76912.0,Hike
718,247,2018-06-29,63399.0,Joining
719,247,2019-06-29,68182.0,Hike
720,247,2020-06-28,71374.0,Hike
721,247,2021-06-28,75791.0,Hike
722,247,2022-06-28,82695.0,Hike
723,247,2023-06-28,89577.0,Hike
724,248,2025-08-20,34378.0,Joining
725,249,2021-07-23,57759.0,Joining
726,249,2022-07-23,63741.0,Hike
727,249,2023-07-23,69571.0,Hike
728,249,2024-07-22,74053.0,Hike
729,250,2024-04-27,75596.0,Joining
730,251,2010-05-08,37394.0,Joining
731,251,2011-05-08,40580.0,Hike
732,251,2012-05-07,43117.0,Hike
733,251,2013-05-07,46342.0,Hike
734,251,2014-05-07,48158.0,Hike
735,251,2015-05-07,51354.0,Hike
736,252,2023-04-21,70516.0,Joining
737,252,2024-04-20,74538.0,Hike
738,253,2025-11-29,71809.0,Joining
739,254,2010-09-07,46377.0,Joining
740,254,2011-09-07,49900.0,Hike
741,254,2012-09-06,53996.0,Hike
742,254,2013-09-06,56488.0,Hike
743,254,2014-09-06,59339.0,Hike
744,254,2015-09-06,64006.0,Hike
745,255,2015-05-08,64364.0,Joining
746,255,2016-05-07,69992.0,Hike
747,255,2017-05-07,74331.0,Hike
748,255,2018-05-07,79217.0,Hike
749,255,2019-05-07,83958.0,Hike
750,255,2020-05-06,87424.0,Hike
751,256,2012-01-05,40384.0,Joining
752,256,2013-01-04,42059.0,Hike
753,256,2014-01-04,45770.0,Hike
754,256,2015-01-04,48713.0,Hike
755,256,2016-01-04,52034.0,Hike
756,256,2017-01-03,55064.0,Hike
757,257,2024-07-05,60796.0,Joining
758,258,2020-07-02,41494.0,Joining
759,258,2021-07-02,44334.0,Hike
760,258,2022-07-02,47692.0,Hike
761,258,2023-07-02,50734.0,Hike
762,258,2024-07-01,52774.0,Hike
763,259,2025-09-11,77270.0,Joining
764,260,2023-03-06,32261.0,Joining
765,260,2024-03-05,35136.0,Hike
766,261,2016-12-10,68672.0,Joining
767,261,2017-12-10,73255.0,Hike
768,261,2018-12-10,77931.0,Hike
769,261,2019-12-10,84828.0,Hike
770,261,2020-12-09,91951.0,Hike
771,261,2021-12-09,100996.0,Hike
772,262,2025-10-23,55384.0,Joining
773,263,2020-02-28,60241.0,Joining
774,263,2021-02-27,66879.0,Hike
775,263,2022-02-27,71952.0,Hike
776,263,2023-02-27,76727.0,Hike
777,263,2024-02-27,82153.0,Hike
778,264,2016-10-15,27963.0,Joining
779,264,2017-10-15,30396.0,Hike
780,264,2018-10-15,31982.0,Hike
781,264,2019-10-15,35932.0,Hike
782,264,2020-10-14,38362.0,Hike
783,264,2021-10-14,41868.0,Hike
784,265,2014-11-21,39653.0,Joining
785,265,2015-11-21,42626.0,Hike
786,265,2016-11-20,44979.0,Hike
787,265,2017-11-20,47744.0,Hike
788,265,2018-11-20,51999.0,Hike
789,265,2019-11-20,54036.0,Hike
790,266,2021-08-09,76860.0,Joining
791,266,2022-08-09,83044.0,Hike
792,266,2023-08-09,90231.0,Hike
793,266,2024-08-08,95514.0,Hike
794,267,2024-09-30,68097.0,Joining
795,268,2024-07-23,34508.0,Joining
796,269,2024-07-18,33136.0,Joining
797,270,2019-12-14,34791.0,Joining
798,270,2020-12-13,38807.0,Hike
799,270,2021-12-13,41851.0,Hike
800,270,2022-12-13,46428.0,Hike
801,270,2023-12-13,50244.0,Hike
802,270,2024-12-12,52828.0,Hike
803,271,2022-06-29,59672.0,Joining
804,271,2023-06-29,65368.0,Hike
805,271,2024-06-28,68768.0,Hike
806,272,2024-01-25,53436.0,Joining
807,273,2013-12-25,34425.0,Joining
808,273,2014-12-25,37375.0,Hike
809,273,2015-12-25,38817.0,Hike
810,273,2016-12-24,41834.0,Hike
811,273,2017-12-24,45790.0,Hike
812,273,2018-12-24,49900.0,Hike
813,274,2024-03-02,38051.0,Joining
814,275,2025-02-05,37636.0,Joining
815,276,2020-07-30,56638.0,Joining
816,276,2021-07-30,61791.0,Hike
817,276,2022-07-30,62748.0,Hike
818,276,2023-07-30,66851.0,Hike
819,276,2024-07-29,71431.0,Hike
820,277,2025-03-17,78371.0,Joining
821,278,2025-06-05,45458.0,Joining
822,279,2021-11-14,42837.0,Joining
823,279,2022-11-14,45940.0,Hike
824,279,2023-11-14,49614.0,Hike
825,279,2024-11-13,52764.0,Hike
826,280,2023-08-23,52690.0,Joining
827,280,2024-08-22,57885.0,Hike
828,281,2021-04-26,99872.0,Joining
829,281,2022-04-26,109574.0,Hike
830,281,2023-04-26,117531.0,Hike
831,281,2024-04-25,125240.0,Hike
832,282,2024-06-15,42299.0,Joining
833,283,2023-02-09,51548.0,Joining
834,283,2024-02-09,54411.0,Hike
835,284,2018-03-15,43519.0,Joining
836,284,2019-03-15,47358.0,Hike
837,284,2020-03-14,50966.0,Hike
838,284,2021-03-14,54154.0,Hike
839,284,2022-03-14,57935.0,Hike
840,284,2023-03-14,61382.0,Hike
841,285,2017-05-29,34100.0,Joining
842,285,2018-05-29,37993.0,Hike
843,285,2019-05-29,39842.0,Hike
844,285,2020-05-28,42872.0,Hike
845,285,2021-05-28,45703.0,Hike
846,285,2022-05-28,48558.0,Hike
847,286,2023-01-15,46390.0,Joining
848,286,2024-01-15,50028.0,Hike
849,287,2020-06-05,54363.0,Joining
850,287,2021-06-05,58753.0,Hike
851,287,2022-06-05,62432.0,Hike
852,287,2023-06-05,66244.0,Hike
853,287,2024-06-04,70209.0,Hike
854,288,2024-04-06,31195.0,Joining
855,289,2025-01-18,34967.0,Joining
856,290,2024-03-02,54210.0,Joining
857,291,2025-04-20,57093.0,Joining
858,292,2023-11-07,48019.0,Joining
859,292,2024-11-06,52242.0,Hike
860,293,2024-10-14,32804.0,Joining
861,294,2025-08-01,58183.0,Joining
862,295,2021-11-09,35773.0,Joining
863,295,2022-11-09,37846.0,Hike
864,295,2023-11-09,40390.0,Hike
865,295,2024-11-08,43552.0,Hike
866,296,2023-04-24,50526.0,Joining
867,296,2024-04-23,53211.0,Hike
868,297,2025-07-02,43432.0,Joining
869,298,2022-12-05,32913.0,Joining
870,298,2023-12-05,35481.0,Hike
871,298,2024-12-04,38497.0,Hike
872,299,2025-11-22,44279.0,Joining
873,300,2024-03-14,43378.0,Joining
874,301,2018-06-14,50803.0,Joining
875,301,2019-06-14,55784.0,Hike
876,301,2020-06-13,58958.0,Hike
877,301,2021-06-13,62745.0,Hike
878,301,2022-06-13,67625.0,Hike
879,301,2023-06-13,73681.0,Hike
880,302,2023-07-14,27213.0,Joining
881,302,2024-07-13,27965.0,Hike
882,303,2023-04-13,33390.0,Joining
883,303,2024-04-12,36030.0,Hike
884,304,2021-04-05,29246.0,Joining
885,304,2022-04-05,31636.0,Hike
886,304,2023-04-05,34240.0,Hike
887,304,2024-04-04,36424.0,Hike
888,305,2022-05-22,62135.0,Joining
889,305,2023-05-22,67787.0,Hike
890,305,2024-05-21,72652.0,Hike
891,306,2021-08-30,43426.0,Joining
892,306,2022-08-30,48368.0,Hike
893,306,2023-08-30,51571.0,Hike
894,306,2024-08-29,56358.0,Hike
895,307,2023-01-30,67350.0,Joining
896,307,2024-01-30,72284.0,Hike
897,308,2025-10-17,32336.0,Joining
898,309,2025-12-05,75010.0,Joining
899,310,2021-11-06,56764.0,Joining
900,310,2022-11-06,60439.0,Hike
901,310,2023-11-06,63025.0,Hike
902,310,2024-11-05,67599.0,Hike
903,311,2025-04-17,92667.0,Joining
904,312,2025-05-22,100682.0,Joining
905,313,2024-06-10,66934.0,Joining
906,314,2025-10-14,57976.0,Joining
907,315,2025-06-09,47725.0,Joining
908,316,2020-12-18,39653.0,Joining
909,316,2021-12-18,41895.0,Hike
910,316,2022-12-18,44988.0,Hike
911,316,2023-12-18,48412.0,Hike
912,316,2024-12-17,51905.0,Hike
913,317,2023-12-05,59522.0,Joining
914,317,2024-12-04,63554.0,Hike
915,318,2018-07-16,49483.0,Joining
916,318,2019-07-16,52102.0,Hike
917,318,2020-07-15,56323.0,Hike
918,318,2021-07-15,61817.0,Hike
919,318,2022-07-15,65414.0,Hike
920,318,2023-07-15,71094.0,Hike
921,319,2022-10-04,52257.0,Joining
922,319,2023-10-04,58186.0,Hike
923,319,2024-10-03,64419.0,Hike
924,320,2015-04-29,58313.0,Joining
925,320,2016-04-28,61798.0,Hike
926,320,2017-04-28,65937.0,Hike
927,320,2018-04-28,70827.0,Hike
928,320,2019-04-28,74825.0,Hike
929,320,2020-04-27,78730.0,Hike
930,321,2024-10-23,30213.0,Joining
931,322,2023-10-19,55213.0,Joining
932,322,2024-10-18,57418.0,Hike
933,323,2025-03-26,54849.0,Joining
934,324,2016-10-20,36769.0,Joining
935,324,2017-10-20,40226.0,Hike
936,324,2018-10-20,42807.0,Hike
937,324,2019-10-20,47086.0,Hike
938,324,2020-10-19,47988.0,Hike
939,324,2021-10-19,51399.0,Hike
940,325,2007-10-10,149949.0,Joining
941,325,2008-10-09,162386.0,Hike
942,325,2009-10-09,173742.0,Hike
943,325,2010-10-09,182339.0,Hike
944,325,2011-10-09,188198.0,Hike
945,325,2012-10-08,197990.0,Hike
946,326,2025-06-29,47060.0,Joining
947,327,2025-02-25,34738.0,Joining
948,328,2024-05-29,55766.0,Joining
949,329,2010-03-11,127722.0,Joining
950,329,2011-03-11,136591.0,Hike
951,329,2012-03-10,145296.0,Hike
952,329,2013-03-10,156027.0,Hike
953,329,2014-03-10,169793.0,Hike
954,329,2015-03-10,181047.0,Hike
955,330,2022-03-16,27633.0,Joining
956,330,2023-03-16,29316.0,Hike
957,330,2024-03-15,31612.0,Hike
958,331,2024-02-03,39389.0,Joining
959,332,2021-10-02,36213.0,Joining
960,332,2022-10-02,37361.0,Hike
961,332,2023-10-02,40735.0,Hike
962,332,2024-10-01,42413.0,Hike
963,333,2021-10-22,62405.0,Joining
964,333,2022-10-22,67421.0,Hike
965,333,2023-10-22,71688.0,Hike
966,333,2024-10-21,77705.0,Hike
967,334,2025-04-30,39545.0,Joining
968,335,2023-03-23,45114.0,Joining
969,335,2024-03-22,48307.0,Hike
970,336,2023-07-17,39308.0,Joining
971,336,2024-07-16,42523.0,Hike
972,337,2023-05-20,60930.0,Joining
973,337,2024-05-19,63579.0,Hike
974,338,2025-10-06,38700.0,Joining
975,339,2025-12-09,51196.0,Joining
976,340,2024-09-01,80482.0,Joining
977,341,2024-08-06,48296.0,Joining
978,342,2013-01-04,78925.0,Joining
979,342,2014-01-04,86383.0,Hike
980,342,2015-01-04,96045.0,Hike
981,342,2016-01-04,104007.0,Hike
982,342,2017-01-03,114250.0,Hike
983,342,2018-01-03,123039.0,Hike
984,343,2021-06-04,65445.0,Joining
985,343,2022-06-04,72374.0,Hike
986,343,2023-06-04,77910.0,Hike
987,343,2024-06-03,84517.0,Hike
988,344,2024-04-11,40636.0,Joining
989,345,2025-08-27,45100.0,Joining
990,346,2025-08-11,42433.0,Joining
991,347,2022-03-03,32503.0,Joining
992,347,2023-03-03,35150.0,Hike
993,347,2024-03-02,38055.0,Hike
994,348,2025-09-23,43054.0,Joining
995,349,2023-04-02,54203.0,Joining
996,349,2024-04-01,58710.0,Hike
997,350,2024-10-27,68190.0,Joining
998,351,2020-01-06,46181.0,Joining
999,351,2021-01-05,49278.0,Hike
1000,351,2022-01-05,53344.0,Hike
1001,351,2023-01-05,57228.0,Hike
1002,351,2024-01-05,61497.0,Hike
1003,352,2020-05-15,36205.0,Joining
1004,352,2021-05-15,39107.0,Hike
1005,352,2022-05-15,41230.0,Hike
1006,352,2023-05-15,44139.0,Hike
1007,352,2024-05-14,47837.0,Hike
1008,353,2024-06-18,104827.0,Joining
1009,354,2022-01-26,54624.0,Joining
1010,354,2023-01-26,58290.0,Hike
1011,354,2024-01-26,61981.0,Hike
1012,355,2025-02-05,59490.0,Joining
1013,356,2022-10-08,41832.0,Joining
1014,356,2023-10-08,43585.0,Hike
1015,356,2024-10-07,46212.0,Hike
1016,357,2022-05-08,41383.0,Joining
1017,357,2023-05-08,42802.0,Hike
1018,357,2024-05-07,44655.0,Hike
1019,358,2018-12-12,25959.0,Joining
1020,358,2019-12-12,28481.0,Hike
1021,358,2020-12-11,29749.0,Hike
1022,358,2021-12-11,32454.0,Hike
1023,358,2022-12-11,34093.0,Hike
1024,358,2023-12-11,36742.0,Hike
1025,359,2022-05-01,37202.0,Joining
1026,359,2023-05-01,40652.0,Hike
1027,359,2024-04-30,44163.0,Hike
1028,360,2024-07-07,29733.0,Joining
1029,361,2016-06-29,53693.0,Joining
1030,361,2017-06-29,58906.0,Hike
1031,361,2018-06-29,62700.0,Hike
1032,361,2019-06-29,68586.0,Hike
1033,361,2020-06-28,72286.0,Hike
1034,361,2021-06-28,76094.0,Hike
1035,362,2020-05-01,46571.0,Joining
1036,362,2021-05-01,51566.0,Hike
1037,362,2022-05-01,54344.0,Hike
1038,362,2023-05-01,58173.0,Hike
1039,362,2024-04-30,62843.0,Hike
1040,363,2020-01-08,31729.0,Joining
1041,363,2021-01-07,33646.0,Hike
1042,363,2022-01-07,35125.0,Hike
1043,363,2023-01-07,37480.0,Hike
1044,363,2024-01-07,40103.0,Hike
1045,364,2019-05-05,55419.0,Joining
1046,364,2020-05-04,58360.0,Hike
1047,364,2021-05-04,62297.0,Hike
1048,364,2022-05-04,70126.0,Hike
1049,364,2023-05-04,74460.0,Hike
1050,364,2024-05-03,82843.0,Hike
1051,365,2024-10-01,30408.0,Joining
1052,366,2022-08-02,108745.0,Joining
1053,366,2023-08-02,116172.0,Hike
1054,366,2024-08-01,125113.0,Hike
1055,367,2021-04-02,108169.0,Joining
1056,367,2022-04-02,113667.0,Hike
1057,367,2023-04-02,120880.0,Hike
1058,367,2024-04-01,129761.0,Hike
1059,368,2020-10-25,38126.0,Joining
1060,368,2021-10-25,40247.0,Hike
1061,368,2022-10-25,42661.0,Hike
1062,368,2023-10-25,46765.0,Hike
1063,368,2024-10-24,50675.0,Hike
1064,369,2014-01-13,58303.0,Joining
1065,369,2015-01-13,63717.0,Hike
1066,369,2016-01-13,67039.0,Hike
1067,369,2017-01-12,73594.0,Hike
1068,369,2018-01-12,79592.0,Hike
1069,369,2019-01-12,86754.0,Hike
1070,370,2025-04-01,73849.0,Joining
1071,371,2020-04-18,33401.0,Joining
1072,371,2021-04-18,34887.0,Hike
1073,371,2022-04-18,37948.0,Hike
1074,371,2023-04-18,40392.0,Hike
1075,371,2024-04-17,43052.0,Hike
1076,372,2022-11-20,35663.0,Joining
1077,372,2023-11-20,39230.0,Hike
1078,372,2024-11-19,42083.0,Hike
1079,373,2024-08-27,59757.0,Joining
1080,374,2025-01-15,39763.0,Joining
1081,375,2018-03-11,32376.0,Joining
1082,375,2019-03-11,34968.0,Hike
1083,375,2020-03-10,37241.0,Hike
1084,375,2021-03-10,39235.0,Hike
1085,375,2022-03-10,41543.0,Hike
1086,375,2023-03-10,43899.0,Hike
1087,376,2021-05-05,51984.0,Joining
1088,376,2022-05-05,55430.0,Hike
1089,376,2023-05-05,58579.0,Hike
1090,376,2024-05-04,62107.0,Hike
1091,377,2025-11-14,51750.0,Joining
1092,378,2021-04-25,51598.0,Joining
1093,378,2022-04-25,54348.0,Hike
1094,378,2023-04-25,57530.0,Hike
1095,378,2024-04-24,62640.0,Hike
1096,379,2023-08-24,58428.0,Joining
1097,379,2024-08-23,62781.0,Hike
1098,380,2025-05-09,67424.0,Joining
1099,381,2019-10-11,47759.0,Joining
1100,381,2020-10-10,51011.0,Hike
1101,381,2021-10-10,55928.0,Hike
1102,381,2022-10-10,58371.0,Hike
1103,381,2023-10-10,62123.0,Hike
1104,381,2024-10-09,64986.0,Hike
1105,382,2022-10-17,90035.0,Joining
1106,382,2023-10-17,97845.0,Hike
1107,382,2024-10-16,107786.0,Hike
1108,383,2024-10-03,35704.0,Joining
1109,384,2025-02-22,36525.0,Joining
1110,385,2024-11-12,52326.0,Joining
1111,386,2014-06-12,59299.0,Joining
1112,386,2015-06-12,63359.0,Hike
1113,386,2016-06-11,67602.0,Hike
1114,386,2017-06-11,71730.0,Hike
1115,386,2018-06-11,77254.0,Hike
1116,386,2019-06-11,81352.0,Hike
1117,387,2019-01-29,45695.0,Joining
1118,387,2020-01-29,48167.0,Hike
1119,387,2021-01-28,51223.0,Hike
1120,387,2022-01-28,56304.0,Hike
1121,387,2023-01-28,60433.0,Hike
1122,387,2024-01-28,64551.0,Hike
1123,388,2022-11-24,64097.0,Joining
1124,388,2023-11-24,69516.0,Hike
1125,388,2024-11-23,75046.0,Hike
1126,389,2023-11-14,40782.0,Joining
1127,389,2024-11-13,44651.0,Hike
1128,390,2021-01-31,30100.0,Joining
1129,390,2022-01-31,32225.0,Hike
1130,390,2023-01-31,34832.0,Hike
1131,390,2024-01-31,38358.0,Hike
1132,391,2024-02-24,68459.0,Joining
1133,392,2023-01-02,40092.0,Joining
1134,392,2024-01-02,42800.0,Hike
1135,392,2025-01-01,45736.0,Hike
1136,393,2023-04-18,63395.0,Joining
1137,393,2024-04-17,67764.0,Hike
1138,394,2019-07-13,65188.0,Joining
1139,394,2020-07-12,70278.0,Hike
1140,394,2021-07-12,74998.0,Hike
1141,394,2022-07-12,80727.0,Hike
1142,394,2023-07-12,87578.0,Hike
1143,394,2024-07-11,94722.0,Hike
1144,395,2024-05-16,34373.0,Joining
1145,396,2025-02-02,60212.0,Joining
1146,397,2025-04-04,58135.0,Joining
1147,398,2024-02-02,42703.0,Joining
1148,399,2025-10-19,45492.0,Joining
1149,400,2023-12-05,38418.0,Joining
1150,400,2024-12-04,41687.0,Hike
1151,401,2024-08-19,115071.0,Joining
1152,402,2024-01-22,34787.0,Joining
1153,403,2020-10-28,34187.0,Joining
1154,403,2021-10-28,37266.0,Hike
1155,403,2022-10-28,39382.0,Hike
1156,403,2023-10-28,41415.0,Hike
1157,403,2024-10-27,44150.0,Hike
1158,404,2020-04-03,72969.0,Joining
1159,404,2021-04-03,79063.0,Hike
1160,404,2022-04-03,84375.0,Hike
1161,404,2023-04-03,90556.0,Hike
1162,404,2024-04-02,99349.0,Hike
1163,405,2025-10-13,100220.0,Joining
1164,406,2023-04-18,67830.0,Joining
1165,406,2024-04-17,72476.0,Hike
1166,407,2024-06-15,40462.0,Joining
1167,408,2023-03-15,55853.0,Joining
1168,408,2024-03-14,57475.0,Hike
1169,409,2023-05-04,29480.0,Joining
1170,409,2024-05-03,31446.0,Hike
1171,410,2023-01-01,79167.0,Joining
1172,410,2024-01-01,80843.0,Hike
1173,410,2024-12-31,83083.0,Hike
1174,411,2015-03-09,41015.0,Joining
1175,411,2016-03-08,44920.0,Hike
1176,411,2017-03-08,48602.0,Hike
1177,411,2018-03-08,53197.0,Hike
1178,411,2019-03-08,58379.0,Hike
1179,411,2020-03-07,60728.0,Hike
1180,412,2022-01-29,38756.0,Joining
1181,412,2023-01-29,42243.0,Hike
1182,412,2024-01-29,45723.0,Hike
1183,413,2019-12-06,100440.0,Joining
1184,413,2020-12-05,108363.0,Hike
1185,413,2021-12-05,113305.0,Hike
1186,413,2022-12-05,123947.0,Hike
1187,413,2023-12-05,132560.0,Hike
1188,413,2024-12-04,141108.0,Hike
1189,414,2021-12-10,27726.0,Joining
1190,414,2022-12-10,28835.0,Hike
1191,414,2023-12-10,30238.0,Hike
1192,414,2024-12-09,31026.0,Hike
1193,415,2023-01-24,32759.0,Joining
1194,415,2024-01-24,34423.0,Hike
1195,416,2024-03-14,42790.0,Joining
1196,417,2021-10-22,39688.0,Joining
1197,417,2022-10-22,42360.0,Hike
1198,417,2023-10-22,44221.0,Hike
1199,417,2024-10-21,46875.0,Hike
1200,418,2023-10-04,87919.0,Joining
1201,418,2024-10-03,94868.0,Hike
1202,419,2023-09-05,50166.0,Joining
1203,419,2024-09-04,53291.0,Hike
1204,420,2025-12-14,31950.0,Joining
1205,421,2025-11-12,59812.0,Joining
1206,422,2021-02-01,29808.0,Joining
1207,422,2022-02-01,31552.0,Hike
1208,422,2023-02-01,33976.0,Hike
1209,422,2024-02-01,36642.0,Hike
1210,423,2019-05-04,28465.0,Joining
1211,423,2020-05-03,31356.0,Hike
1212,423,2021-05-03,34252.0,Hike
1213,423,2022-05-03,37990.0,Hike
1214,423,2023-05-03,39383.0,Hike
1215,423,2024-05-02,41678.0,Hike
1216,424,2024-11-22,72222.0,Joining
1217,425,2022-07-01,64913.0,Joining
1218,425,2023-07-01,67063.0,Hike
1219,425,2024-06-30,70313.0,Hike
1220,426,2025-06-20,48905.0,Joining
1221,427,2018-05-09,28990.0,Joining
1222,427,2019-05-09,31415.0,Hike
1223,427,2020-05-08,33599.0,Hike
1224,427,2021-05-08,36278.0,Hike
1225,427,2022-05-08,40079.0,Hike
1226,427,2023-05-08,42826.0,Hike
1227,428,2024-03-27,37447.0,Joining
1228,429,2024-08-08,52576.0,Joining
1229,430,2010-10-24,37574.0,Joining
1230,430,2011-10-24,39854.0,Hike
1231,430,2012-10-23,42585.0,Hike
1232,430,2013-10-23,45575.0,Hike
1233,430,2014-10-23,48268.0,Hike
1234,430,2015-10-23,54371.0,Hike
1235,431,2020-03-26,49010.0,Joining
1236,431,2021-03-26,54501.0,Hike
1237,431,2022-03-26,59495.0,Hike
1238,431,2023-03-26,63441.0,Hike
1239,431,2024-03-25,67695.0,Hike
1240,432,2024-08-24,51742.0,Joining
1241,433,2024-03-27,53892.0,Joining
1242,434,2022-12-18,54443.0,Joining
1243,434,2023-12-18,58640.0,Hike
1244,434,2024-12-17,63223.0,Hike
1245,435,2022-03-31,33586.0,Joining
1246,435,2023-03-31,36277.0,Hike
1247,435,2024-03-30,38410.0,Hike
1248,436,2024-03-14,53657.0,Joining
1249,437,2019-03-28,57817.0,Joining
1250,437,2020-03-27,63066.0,Hike
1251,437,2021-03-27,66787.0,Hike
1252,437,2022-03-27,73580.0,Hike
1253,437,2023-03-27,77410.0,Hike
1254,437,2024-03-26,83428.0,Hike
1255,438,2022-05-08,34194.0,Joining
1256,438,2023-05-08,35821.0,Hike
1257,438,2024-05-07,38657.0,Hike
1258,439,2018-06-23,46415.0,Joining
1259,439,2019-06-23,50473.0,Hike
1260,439,2020-06-22,53684.0,Hike
1261,439,2021-06-22,59110.0,Hike
1262,439,2022-06-22,62423.0,Hike
1263,439,2023-06-22,67856.0,Hike
1264,440,2023-09-30,34913.0,Joining
1265,440,2024-09-29,36130.0,Hike
1266,441,2017-02-01,57848.0,Joining
1267,441,2018-02-01,61538.0,Hike
1268,441,2019-02-01,65777.0,Hike
1269,441,2020-02-01,71933.0,Hike
1270,441,2021-01-31,75096.0,Hike
1271,441,2022-01-31,77246.0,Hike
1272,442,2020-02-04,55179.0,Joining
1273,442,2021-02-03,59120.0,Hike
1274,442,2022-02-03,61708.0,Hike
1275,442,2023-02-03,63938.0,Hike
1276,442,2024-02-03,67767.0,Hike
1277,443,2018-03-31,36648.0,Joining
1278,443,2019-03-31,39875.0,Hike
1279,443,2020-03-30,41965.0,Hike
1280,443,2021-03-30,45205.0,Hike
1281,443,2022-03-30,47285.0,Hike
1282,443,2023-03-30,49297.0,Hike
1283,444,2024-04-18,76650.0,Joining
1284,445,2023-03-20,44223.0,Joining
1285,445,2024-03-19,45826.0,Hike
1286,446,2024-10-04,51437.0,Joining
1287,447,2024-08-13,114413.0,Joining
1288,448,2025-06-18,69637.0,Joining
1289,449,2021-05-24,34845.0,Joining
1290,449,2022-05-24,36706.0,Hike
1291,449,2023-05-24,39861.0,Hike
1292,449,2024-05-23,42164.0,Hike
1293,450,2024-08-22,45983.0,Joining
1294,451,2016-07-31,29252.0,Joining
1295,451,2017-07-31,32064.0,Hike
1296,451,2018-07-31,34629.0,Hike
1297,451,2019-07-31,36939.0,Hike
1298,451,2020-07-30,40317.0,Hike
1299,451,2021-07-30,42759.0,Hike
1300,452,2022-06-04,57515.0,Joining
1301,452,2023-06-04,62989.0,Hike
1302,452,2024-06-03,67927.0,Hike
1303,453,2023-11-11,42609.0,Joining
1304,453,2024-11-10,45269.0,Hike
1305,454,2025-12-17,45924.0,Joining
1306,455,2024-05-06,90709.0,Joining
1307,456,2023-12-11,35596.0,Joining
1308,456,2024-12-10,39751.0,Hike
1309,457,2022-04-10,128218.0,Joining
1310,457,2023-04-10,133384.0,Hike
1311,457,2024-04-09,142839.0,Hike
1312,458,2021-01-23,94195.0,Joining
1313,458,2022-01-23,97783.0,Hike
1314,458,2023-01-23,108132.0,Hike
1315,458,2024-01-23,115170.0,Hike
1316,459,2024-12-23,80154.0,Joining
1317,460,2020-07-29,38449.0,Joining
1318,460,2021-07-29,41165.0,Hike
1319,460,2022-07-29,43214.0,Hike
1320,460,2023-07-29,47800.0,Hike
1321,460,2024-07-28,51204.0,Hike
1322,461,2024-10-23,53942.0,Joining
1323,462,2020-11-08,39343.0,Joining
1324,462,2021-11-08,42255.0,Hike
1325,462,2022-11-08,43933.0,Hike
1326,462,2023-11-08,48276.0,Hike
1327,462,2024-11-07,51957.0,Hike
1328,463,2025-11-16,85504.0,Joining
1329,464,2012-08-05,45236.0,Joining
1330,464,2013-08-05,50270.0,Hike
1331,464,2014-08-05,54869.0,Hike
1332,464,2015-08-05,58427.0,Hike
1333,464,2016-08-04,61024.0,Hike
1334,464,2017-08-04,64066.0,Hike
1335,465,2016-10-07,64849.0,Joining
1336,465,2017-10-07,68328.0,Hike
1337,465,2018-10-07,74476.0,Hike
1338,465,2019-10-07,76466.0,Hike
1339,465,2020-10-06,82753.0,Hike
1340,465,2021-10-06,89752.0,Hike
1341,466,2023-06-26,46896.0,Joining
1342,466,2024-06-25,50454.0,Hike
1343,467,2025-06-29,30001.0,Joining
1344,468,2024-07-23,48847.0,Joining
1345,469,2024-12-22,61269.0,Joining
1346,470,2022-06-16,31142.0,Joining
1347,470,2023-06-16,32194.0,Hike
1348,470,2024-06-15,35535.0,Hike
1349,471,2025-12-20,109164.0,Joining
1350,472,2021-10-01,87575.0,Joining
1351,472,2022-10-01,93951.0,Hike
1352,472,2023-10-01,96842.0,Hike
1353,472,2024-09-30,103887.0,Hike
1354,473,2023-02-07,62112.0,Joining
1355,473,2024-02-07,66129.0,Hike
1356,474,2019-02-19,36188.0,Joining
1357,474,2020-02-19,38859.0,Hike
1358,474,2021-02-18,41095.0,Hike
1359,474,2022-02-18,43623.0,Hike
1360,474,2023-02-18,46763.0,Hike
1361,474,2024-02-18,49709.0,Hike
1362,475,2025-12-24,42048.0,Joining
1363,476,2024-07-28,57800.0,Joining
1364,477,2023-02-05,55445.0,Joining
1365,477,2024-02-05,58406.0,Hike
1366,478,2023-11-15,31624.0,Joining
1367,478,2024-11-14,33893.0,Hike
1368,479,2021-09-06,31829.0,Joining
1369,479,2022-09-06,33465.0,Hike
1370,479,2023-09-06,35281.0,Hike
1371,479,2024-09-05,38005.0,Hike
1372,480,2016-08-25,61623.0,Joining
1373,480,2017-08-25,66123.0,Hike
1374,480,2018-08-25,70550.0,Hike
1375,480,2019-08-25,74054.0,Hike
