EmployeeID,Department,JobRole,Segment,SegmentLabel
568,Operations,Operations Associate,1,Early-Career Builder
569,Finance,Financial Analyst,3,High Performer / Flight Risk
570,Engineering,Software Engineer,3,High Performer / Flight Risk
571,Operations,Operations Associate,2,Stable Core
572,Finance,Finance Manager,1,Early-Career Builder
573,Sales,Sales Executive,1,Early-Career Builder
574,Finance,Accountant,1,Early-Career Builder
575,Sales,Sales Manager,0,Disengaged
576,Operations,Operations Associate,3,High Performer / Flight Risk
577,Sales,Sales Executive,0,Disengaged
578,Engineering,Engineering Manager,1,Early-Career Builder
579,Marketing,Marketing Associate,0,Disengaged
580,Finance,Accountant,3,High Performer / Flight Risk
581,Engineering,Senior Engineer,3,High Performer / Flight Risk
582,Sales,Sales Manager,3,High Performer / Flight Risk
583,Marketing,Marketing Associate,3,High Performer / Flight Risk
584,Customer Support,Support Associate,1,Early-Career Builder
585,Engineering,Senior Engineer,3,High Performer / Flight Risk
586,Finance,Accountant,1,Early-Career Builder
587,Marketing,Marketing Associate,1,Early-Career Builder
588,Engineering,Software Engineer,2,Stable Core
589,Operations,Operations Associate,0,Disengaged
590,Human Resources,HR Manager,1,Early-Career Builder
591,Customer Support,Support Associate,2,Stable Core
592,Sales,Sales Executive,3,High Performer / Flight Risk
593,Sales,Account Manager,0,Disengaged
594,Human Resources,HR Associate,3,High Performer / Flight Risk
595,Engineering,Engineering Manager,1,Early-Career Builder
596,Engineering,QA Engineer,3,High Performer / Flight Risk
597,Operations,Operations Associate,3,High Performer / Flight Risk
598,Customer Support,Support Associate,1,Early-Career Builder
599,Marketing,Marketing Manager,1,Early-Career Builder
600,Sales,Sales Manager,1,Early-Career Builder
601,Marketing,Content Specialist,1,Early-Career Builder
602,Operations,Operations Manager,3,High Performer / Flight Risk
603,Engineering,QA Engineer,1,Early-Career Builder
604,Customer Support,Support Associate,3,High Performer / Flight Risk
605,Customer Support,Support Associate,1,Early-Career Builder
606,Customer Support,Support Team Lead,1,Early-Career Builder
607,Finance,Financial Analyst,3,High Performer / Flight Risk
608,Customer Support,Support Team Lead,1,Early-Career Builder
609,Customer Support,Support Associate,0,Disengaged
610,Marketing,Marketing Associate,0,Disengaged
611,Marketing,Marketing Manager,2,Stable Core
612,Human Resources,HR Associate,2,Stable Core
613,Engineering,Engineering Manager,3,High Performer / Flight Risk
614,Operations,Logistics Coordinator,1,Early-Career Builder
615,Operations,Operations Associate,3,High Performer / Flight Risk
616,Sales,Account Manager,2,Stable Core
617,Finance,Accountant,2,Stable Core
618,Operations,Operations Manager,0,Disengaged
619,Sales,Sales Manager,1,Early-Career Builder
620,Marketing,Marketing Manager,0,Disengaged
621,Operations,Logistics Coordinator,1,Early-Career Builder
622,Finance,Financial Analyst,1,Early-Career Builder
623,Sales,Sales Manager,3,High Performer / Flight Risk
624,Finance,Accountant,1,Early-Career Builder
625,Operations,Operations Associate,1,Early-Career Builder
626,Finance,Finance Manager,2,Stable Core
627,Sales,Sales Manager,0,Disengaged
628,Marketing,Marketing Associate,3,High Performer / Flight Risk
629,Finance,Financial Analyst,0,Disengaged
630,Engineering,Software Engineer,0,Disengaged
631,Sales,Account Manager,2,Stable Core
632,Human Resources,HR Associate,1,Early-Career Builder
633,Engineering,Senior Engineer,3,High Performer / Flight Risk
634,Engineering,Engineering Manager,3,High Performer / Flight Risk
635,Engineering,Software Engineer,1,Early-Career Builder
636,Marketing,Marketing Associate,1,Early-Career Builder
637,Sales,Account Manager,3,High Performer / Flight Risk
638,Sales,Sales Executive,1,Early-Career Builder
639,Finance,Accountant,3,High Performer / Flight Risk
640,Operations,Operations Manager,2,Stable Core
641,Marketing,Content Specialist,1,Early-Career Builder
642,Engineering,Engineering Manager,2,Stable Core
643,Human Resources,Recruiter,0,Disengaged
644,Human Resources,HR Manager,1,Early-Career Builder
645,Finance,Financial Analyst,1,Early-Career Builder
646,Sales,Account Manager,1,Early-Career Builder
647,Engineering,Senior Engineer,2,Stable Core
648,Customer Support,Support Team Lead,3,High Performer / Flight Risk
649,Sales,Sales Executive,3,High Performer / Flight Risk
650,Customer Support,Support Team Lead,1,Early-Career Builder
651,Sales,Sales Manager,3,High Performer / Flight Risk
652,Engineering,Senior Engineer,0,Disengaged
653,Customer Support,Support Team Lead,1,Early-Career Builder
654,Engineering,Software Engineer,1,Early-Career Builder
655,Human Resources,HR Associate,1,Early-Career Builder
656,Engineering,QA Engineer,2,Stable Core
657,Engineering,Engineering Manager,2,Stable Core
658,Sales,Account Manager,0,Disengaged
659,Finance,Financial Analyst,3,High Performer / Flight Risk
660,Customer Support,Support Team Lead,0,Disengaged
661,Human Resources,Recruiter,0,Disengaged
662,Sales,Account Manager,2,Stable Core
663,Sales,Account Manager,3,High Performer / Flight Risk
664,Marketing,Content Specialist,1,Early-Career Builder
665,Marketing,Content Specialist,0,Disengaged
666,Marketing,Marketing Manager,1,Early-Career Builder
667,Finance,Accountant,3,High Performer / Flight Risk
668,Customer Support,Support Team Lead,0,Disengaged
669,Marketing,Marketing Associate,2,Stable Core
670,Customer Support,Support Team Lead,3,High Performer / Flight Risk
671,Sales,Sales Executive,1,Early-Career Builder
672,Engineering,QA Engineer,2,Stable Core
673,Operations,Logistics Coordinator,1,Early-Career Builder
674,Sales,Sales Manager,3,High Performer / Flight Risk
675,Customer Support,Support Team Lead,0,Disengaged
676,Engineering,Engineering Manager,2,Stable Core
677,Sales,Account Manager,0,Disengaged
678,Human Resources,HR Manager,1,Early-Career Builder
679,Operations,Operations Manager,3,High Performer / Flight Risk
680,Sales,Account Manager,1,Early-Career Builder
681,Finance,Financial Analyst,2,Stable Core
682,Human Resources,HR Associate,1,Early-Career Builder
683,Sales,Sales Manager,2,Stable Core
684,Sales,Sales Manager,2,Stable Core
685,Engineering,Engineering Manager,1,Early-Career Builder
686,Finance,Finance Manager,3,High Performer / Flight Risk
687,Finance,Accountant,0,Disengaged
688,Marketing,Marketing Manager,2,Stable Core
689,Engineering,Engineering Manager,3,High Performer / Flight Risk
690,Finance,Finance Manager,1,Early-Career Builder
691,Sales,Account Manager,1,Early-Career Builder
692,Customer Support,Support Associate,1,Early-Career Builder
693,Sales,Sales Executive,1,Early-Career Builder
694,Operations,Operations Manager,0,Disengaged
695,Engineering,QA Engineer,0,Disengaged
696,Customer Support,Support Associate,1,Early-Career Builder
697,Operations,Operations Associate,3,High Performer / Flight Risk
698,Finance,Financial Analyst,3,High Performer / Flight Risk
699,Human Resources,HR Manager,2,Stable Core
700,Sales,Sales Manager,1,Early-Career Builder
701,Finance,Accountant,2,Stable Core
702,Sales,Sales Manager,3,High Performer / Flight Risk
703,Human Resources,HR Manager,0,Disengaged
704,Engineering,Engineering Manager,2,Stable Core
705,Operations,Operations Associate,0,Disengaged
706,Operations,Logistics Coordinator,2,Stable Core
707,Customer Support,Support Team Lead,1,Early-Career Builder
708,Engineering,Software Engineer,1,Early-Career Builder
709,Human Resources,Recruiter,3,High Performer / Flight Risk
710,Finance,Finance Manager,0,Disengaged
711,Human Resources,HR Manager,3,High Performer / Flight Risk
712,Engineering,Engineering Manager,2,Stable Core
713,Engineering,Engineering Manager,2,Stable Core
714,Operations,Logistics Coordinator,0,Disengaged
715,Engineering,QA Engineer,0,Disengaged
716,Finance,Finance Manager,3,High Performer / Flight Risk
717,Sales,Account Manager,0,Disengaged
718,Customer Support,Support Team Lead,0,Disengaged
719,Engineering,QA Engineer,0,Disengaged
720,Sales,Sales Manager,2,Stable Core
721,Finance,Finance Manager,2,Stable Core
722,Sales,Sales Executive,3,High Performer / Flight Risk
723,Operations,Operations Manager,1,Early-Career Builder
724,Sales,Sales Executive,0,Disengaged
725,Marketing,Content Specialist,3,High Performer / Flight Risk
726,Customer Support,Support Team Lead,3,High Performer / Flight Risk
727,Sales,Sales Manager,3,High Performer / Flight Risk
728,Operations,Operations Manager,1,Early-Career Builder
729,Operations,Operations Manager,3,High Performer / Flight Risk
730,Engineering,Engineering Manager,2,Stable Core
731,Finance,Financial Analyst,1,Early-Career Builder
732,Finance,Financial Analyst,1,Early-Career Builder
733,Finance,Finance Manager,1,Early-Career Builder
734,Customer Support,Support Team Lead,1,Early-Career Builder
735,Marketing,Content Specialist,1,Early-Career Builder
736,Finance,Accountant,1,Early-Career Builder
737,Marketing,Content Specialist,1,Early-Career Builder
738,Sales,Sales Executive,2,Stable Core
739,Engineering,Software Engineer,0,Disengaged
740,Customer Support,Support Team Lead,1,Early-Career Builder
741,Operations,Operations Associate,1,Early-Career Builder
742,Sales,Account Manager,1,Early-Career Builder
743,Human Resources,Recruiter,3,High Performer / Flight Risk
744,Engineering,QA Engineer,1,Early-Career Builder
745,Sales,Sales Manager,1,Early-Career Builder
746,Human Resources,HR Associate,3,High Performer / Flight Risk
747,Sales,Account Manager,1,Early-Career Builder
748,Sales,Sales Executive,2,Stable Core
749,Engineering,Senior Engineer,0,Disengaged
750,Customer Support,Support Team Lead,0,Disengaged
751,Marketing,Marketing Manager,1,Early-Career Builder
752,Operations,Operations Manager,2,Stable Core
753,Marketing,Content Specialist,1,Early-Career Builder
754,Sales,Sales Manager,3,High Performer / Flight Risk
755,Human Resources,Recruiter,1,Early-Career Builder
756,Finance,Finance Manager,1,Early-Career Builder
757,Operations,Operations Associate,3,High Performer / Flight Risk
758,Engineering,Engineering Manager,2,Stable Core
759,Operations,Operations Associate,3,High Performer / Flight Risk
760,Operations,Operations Associate,0,Disengaged
761,Operations,Operations Manager,1,Early-Career Builder
762,Operations,Operations Associate,3,High Performer / Flight Risk
763,Operations,Logistics Coordinator,2,Stable Core
764,Engineering,QA Engineer,1,Early-Career Builder
765,Operations,Logistics Coordinator,1,Early-Career Builder
766,Sales,Sales Manager,1,Early-Career Builder
767,Finance,Accountant,1,Early-Career Builder
768,Human Resources,HR Manager,1,Early-Career Builder
769,Operations,Logistics Coordinator,0,Disengaged
770,Operations,Logistics Coordinator,3,High Performer / Flight Risk
771,Engineering,QA Engineer,3,High Performer / Flight Risk
772,Operations,Operations Associate,3,High Performer / Flight Risk
773,Engineering,Senior Engineer,2,Stable Core
774,Human Resources,HR Manager,0,Disengaged
775,Sales,Account Manager,0,Disengaged
776,Engineering,Software Engineer,3,High Performer / Flight Risk
777,Engineering,Senior Engineer,2,Stable Core
778,Sales,Account Manager,2,Stable Core
779,Marketing,Content Specialist,0,Disengaged
780,Customer Support,Support Team Lead,1,Early-Career Builder
781,Customer Support,Support Associate,1,Early-Career Builder
782,Customer Support,Support Team Lead,0,Disengaged
783,Engineering,QA Engineer,0,Disengaged
784,Engineering,QA Engineer,0,Disengaged
785,Operations,Operations Manager,1,Early-Career Builder
786,Marketing,Marketing Associate,3,High Performer / Flight Risk
787,Finance,Finance Manager,2,Stable Core
788,Operations,Operations Manager,1,Early-Career Builder
789,Engineering,Senior Engineer,2,Stable Core
790,Marketing,Marketing Associate,3,High Performer / Flight Risk
791,Operations,Operations Manager,0,Disengaged
792,Finance,Finance Manager,3,High Performer / Flight Risk
793,Engineering,Senior Engineer,3,High Performer / Flight Risk
794,Marketing,Content Specialist,3,High Performer / Flight Risk
795,Human Resources,Recruiter,3,High Performer / Flight Risk
796,Operations,Logistics Coordinator,2,Stable Core
797,Operations,Operations Manager,1,Early-Career Builder
798,Sales,Sales Executive,2,Stable Core
799,Human Resources,Recruiter,2,Stable Core
800,Sales,Sales Manager,1,Early-Career Builder
801,Engineering,Software Engineer,2,Stable Core
802,Customer Support,Support Associate,1,Early-Career Builder
803,Human Resources,Recruiter,0,Disengaged
804,Operations,Logistics Coordinator,1,Early-Career Builder
805,Finance,Finance Manager,2,Stable Core
806,Operations,Operations Manager,3,High Performer / Flight Risk
807,Engineering,Software Engineer,1,Early-Career Builder
808,Engineering,Software Engineer,1,Early-Career Builder
809,Engineering,QA Engineer,2,Stable Core
810,Marketing,Marketing Manager,2,Stable Core
811,Operations,Logistics Coordinator,1,Early-Career Builder
812,Engineering,Senior Engineer,1,Early-Career Builder
813,Engineering,Senior Engineer,2,Stable Core
814,Operations,Logistics Coordinator,1,Early-Career Builder
815,Marketing,Marketing Manager,1,Early-Career Builder
816,Marketing,Content Specialist,3,High Performer / Flight Risk
817,Engineering,Senior Engineer,2,Stable Core
818,Sales,Sales Manager,3,High Performer / Flight Risk
819,Customer Support,Support Team Lead,1,Early-Career Builder
820,Engineering,QA Engineer,0,Disengaged
821,Engineering,Engineering Manager,2,Stable Core
822,Customer Support,Support Team Lead,0,Disengaged
823,Engineering,Senior Engineer,1,Early-Career Builder
824,Sales,Account Manager,3,High Performer / Flight Risk
825,Marketing,Marketing Manager,0,Disengaged
826,Operations,Logistics Coordinator,3,High Performer / Flight Risk
827,Customer Support,Support Team Lead,3,High Performer / Flight Risk
828,Operations,Operations Associate,0,Disengaged
829,Finance,Finance Manager,0,Disengaged
830,Human Resources,HR Manager,2,Stable Core
831,Human Resources,HR Manager,1,Early-Career Builder
832,Marketing,Content Specialist,0,Disengaged
833,Sales,Account Manager,3,High Performer / Flight Risk
834,Sales,Sales Executive,1,Early-Career Builder
835,Operations,Operations Manager,3,High Performer / Flight Risk
836,Operations,Operations Manager,0,Disengaged
837,Customer Support,Support Team Lead,1,Early-Career Builder
838,Sales,Sales Executive,0,Disengaged
839,Finance,Finance Manager,3,High Performer / Flight Risk
840,Customer Support,Support Team Lead,2,Stable Core
841,Engineering,Senior Engineer,0,Disengaged
842,Customer Support,Support Associate,0,Disengaged
843,Operations,Operations Manager,0,Disengaged
844,Customer Support,Support Team Lead,1,Early-Career Builder
845,Engineering,Senior Engineer,1,Early-Career Builder
846,Marketing,Marketing Associate,1,Early-Career Builder
847,Customer Support,Support Team Lead,1,Early-Career Builder
848,Sales,Sales Executive,1,Early-Career Builder
849,Marketing,Content Specialist,3,High Performer / Flight Risk
850,Sales,Sales Executive,1,Early-Career Builder
851,Human Resources,HR Associate,1,Early-Career Builder
852,Engineering,Software Engineer,3,High Performer / Flight Risk
853,Customer Support,Support Associate,2,Stable Core
854,Operations,Operations Associate,1,Early-Career Builder
855,Sales,Sales Manager,0,Disengaged
856,Human Resources,Recruiter,3,High Performer / Flight Risk
857,Operations,Operations Manager,1,Early-Career Builder
858,Finance,Financial Analyst,0,Disengaged
859,Sales,Sales Manager,1,Early-Career Builder
860,Customer Support,Support Associate,3,High Performer / Flight Risk
861,Sales,Account Manager,2,Stable Core
862,Customer Support,Support Team Lead,1,Early-Career Builder
863,Finance,Finance Manager,3,High Performer / Flight Risk
864,Marketing,Marketing Manager,1,Early-Career Builder
865,Sales,Account Manager,3,High Performer / Flight Risk
866,Sales,Sales Executive,2,Stable Core
867,Finance,Financial Analyst,3,High Performer / Flight Risk
868,Sales,Account Manager,1,Early-Career Builder
869,Marketing,Marketing Manager,3,High Performer / Flight Risk
870,Customer Support,Support Associate,0,Disengaged
871,Marketing,Content Specialist,1,Early-Career Builder
872,Customer Support,Support Associate,3,High Performer / Flight Risk
873,Engineering,Software Engineer,1,Early-Career Builder
874,Sales,Account Manager,3,High Performer / Flight Risk
875,Finance,Finance Manager,0,Disengaged
876,Sales,Sales Manager,1,Early-Career Builder
877,Marketing,Marketing Manager,0,Disengaged
878,Marketing,Marketing Associate,1,Early-Career Builder
879,Finance,Finance Manager,1,Early-Career Builder
880,Sales,Sales Executive,3,High Performer / Flight Risk
881,Engineering,QA Engineer,3,High Performer / Flight Risk
882,Engineering,QA Engineer,2,Stable Core
883,Engineering,QA Engineer,2,Stable Core
884,Human Resources,HR Manager,0,Disengaged
885,Human Resources,HR Associate,2,Stable Core
886,Engineering,Senior Engineer,1,Early-Career Builder
887,Engineering,Senior Engineer,1,Early-Career Builder
888,Sales,Sales Manager,1,Early-Career Builder
889,Customer Support,Support Team Lead,1,Early-Career Builder
890,Engineering,Software Engineer,0,Disengaged
891,Engineering,Engineering Manager,2,Stable Core
892,Customer Support,Support Associate,0,Disengaged
893,Sales,Account Manager,0,Disengaged
894,Operations,Logistics Coordinator,2,Stable Core
895,Engineering,Engineering Manager,2,Stable Core
896,Marketing,Marketing Manager,0,Disengaged
897,Finance,Financial Analyst,1,Early-Career Builder
898,Engineering,Senior Engineer,2,Stable Core
899,Sales,Account Manager,2,Stable Core
900,Customer Support,Support Associate,1,Early-Career Builder
901,Sales,Sales Manager,1,Early-Career Builder
902,Operations,Operations Manager,1,Early-Career Builder
903,Sales,Sales Manager,0,Disengaged
904,Human Resources,HR Associate,1,Early-Career Builder
905,Engineering,Senior Engineer,0,Disengaged
906,Operations,Operations Associate,3,High Performer / Flight Risk
907,Marketing,Content Specialist,1,Early-Career Builder
908,Customer Support,Support Team Lead,3,High Performer / Flight Risk
909,Operations,Operations Associate,1,Early-Career Builder
910,Sales,Sales Executive,3,High Performer / Flight Risk
911,Operations,Operations Manager,0,Disengaged
912,Finance,Finance Manager,0,Disengaged
913,Engineering,Senior Engineer,2,Stable Core
914,Sales,Sales Executive,1,Early-Career Builder
915,Finance,Financial Analyst,0,Disengaged
916,Finance,Financial Analyst,3,High Performer / Flight Risk
917,Engineering,Senior Engineer,2,Stable Core
918,Finance,Financial Analyst,3,High Performer / Flight Risk
919,Engineering,Software Engineer,3,High Performer / Flight Risk
920,Customer Support,Support Team Lead,0,Disengaged
921,Customer Support,Support Associate,0,Disengaged
922,Engineering,Engineering Manager,1,Early-Career Builder
923,Sales,Sales Manager,0,Disengaged
924,Engineering,QA Engineer,3,High Performer / Flight Risk
925,Engineering,Engineering Manager,2,Stable Core
926,Engineering,Senior Engineer,1,Early-Career Builder
927,Operations,Logistics Coordinator,3,High Performer / Flight Risk
928,Operations,Operations Manager,1,Early-Career Builder
929,Sales,Account Manager,3,High Performer / Flight Risk
930,Customer Support,Support Team Lead,2,Stable Core
931,Operations,Operations Associate,0,Disengaged
932,Engineering,QA Engineer,1,Early-Career Builder
933,Operations,Operations Associate,1,Early-Career Builder
934,Human Resources,HR Associate,3,High Performer / Flight Risk
935,Finance,Financial Analyst,3,High Performer / Flight Risk
936,Operations,Operations Manager,1,Early-Career Builder
937,Operations,Operations Associate,1,Early-Career Builder
938,Engineering,Software Engineer,2,Stable Core
939,Engineering,Senior Engineer,3,High Performer / Flight Risk
940,Customer Support,Support Associate,0,Disengaged
941,Marketing,Marketing Associate,1,Early-Career Builder
942,Engineering,QA Engineer,1,Early-Career Builder
943,Engineering,Software Engineer,1,Early-Career Builder
944,Operations,Operations Associate,1,Early-Career Builder
945,Marketing,Marketing Associate,3,High Performer / Flight Risk
946,Customer Support,Support Associate,1,Early-Career Builder
947,Engineering,Engineering Manager,0,Disengaged
948,Engineering,Senior Engineer,1,Early-Career Builder
949,Engineering,Software Engineer,1,Early-Career Builder
950,Finance,Financial Analyst,1,Early-Career Builder
951,Operations,Operations Manager,3,High Performer / Flight Risk
952,Marketing,Content Specialist,1,Early-Career Builder
953,Sales,Account Manager,3,High Performer / Flight Risk
954,Sales,Sales Executive,1,Early-Career Builder
955,Finance,Finance Manager,3,High Performer / Flight Risk
956,Operations,Logistics Coordinator,1,Early-Career Builder
957,Sales,Sales Executive,3,High Performer / Flight Risk
958,Engineering,Engineering Manager,2,Stable Core
959,Engineering,QA Engineer,0,Disengaged
960,Marketing,Content Specialist,1,Early-Career Builder
961,Engineering,Senior Engineer,1,Early-Career Builder
962,Sales,Sales Manager,0,Disengaged
963,Engineering,Senior Engineer,1,Early-Career Builder
964,Marketing,Content Specialist,2,Stable Core
965,Customer Support,Support Team Lead,1,Early-Career Builder
966,Sales,Sales Executive,3,High Performer / Flight Risk
967,Engineering,Senior Engineer,2,Stable Core
968,Customer Support,Support Associate,1,Early-Career Builder
969,Sales,Sales Manager,3,High Performer / Flight Risk
970,Human Resources,Recruiter,0,Disengaged
971,Human Resources,Recruiter,0,Disengaged
972,Sales,Sales Executive,1,Early-Career Builder
973,Engineering,Engineering Manager,3,High Performer / Flight Risk
974,Sales,Sales Manager,2,Stable Core
975,Engineering,Senior Engineer,2,Stable Core
976,Finance,Financial Analyst,3,High Performer / Flight Risk
977,Sales,Sales Executive,1,Early-Career Builder
978,Sales,Sales Executive,1,Early-Career Builder
979,Operations,Logistics Coordinator,2,Stable Core
980,Customer Support,Support Associate,1,Early-Career Builder
981,Engineering,Software Engineer,0,Disengaged
982,Human Resources,HR Manager,0,Disengaged
983,Operations,Logistics Coordinator,1,Early-Career Builder
984,Customer Support,Support Associate,1,Early-Career Builder
985,Human Resources,HR Manager,0,Disengaged
986,Sales,Sales Executive,3,High Performer / Flight Risk
987,Marketing,Marketing Manager,0,Disengaged
988,Marketing,Content Specialist,1,Early-Career Builder
989,Engineering,Senior Engineer,2,Stable Core
990,Finance,Financial Analyst,3,High Performer / Flight Risk
991,Finance,Finance Manager,2,Stable Core
992,Customer Support,Support Associate,0,Disengaged
993,Operations,Operations Associate,1,Early-Career Builder
994,Engineering,Engineering Manager,1,Early-Career Builder
995,Engineering,QA Engineer,2,Stable Core
996,Operations,Operations Manager,0,Disengaged
997,Human Resources,HR Manager,1,Early-Career Builder
998,Engineering,Software Engineer,1,Early-Career Builder
999,Operations,Logistics Coordinator,1,Early-Career Builder
1000,Operations,Operations Associate,3,High Performer / Flight Risk
1001,Sales,Account Manager,0,Disengaged
1002,Engineering,Senior Engineer,1,Early-Career Builder
1003,Engineering,Engineering Manager,1,Early-Career Builder
1004,Human Resources,HR Associate,1,Early-Career Builder
1005,Customer Support,Support Associate,0,Disengaged
1006,Sales,Account Manager,1,Early-Career Builder
1007,Engineering,Senior Engineer,3,High Performer / Flight Risk
1008,Operations,Operations Associate,3,High Performer / Flight Risk
1009,Sales,Account Manager,2,Stable Core
1010,Engineering,Engineering Manager,0,Disengaged
1011,Engineering,Engineering Manager,2,Stable Core
1012,Sales,Sales Manager,3,High Performer / Flight Risk
1013,Customer Support,Support Associate,1,Early-Career Builder
1014,Sales,Sales Manager,3,High Performer / Flight Risk
1015,Engineering,Engineering Manager,2,Stable Core
1016,Sales,Account Manager,0,Disengaged
1017,Sales,Sales Manager,0,Disengaged
1018,Engineering,QA Engineer,3,High Performer / Flight Risk
1019,Operations,Logistics Coordinator,3,High Performer / Flight Risk
1020,Sales,Sales Executive,3,High Performer / Flight Risk
1021,Customer Support,Support Team Lead,1,Early-Career Builder
1022,Finance,Finance Manager,0,Disengaged
1023,Sales,Sales Executive,0,Disengaged
1024,Sales,Account Manager,3,High Performer / Flight Risk
1025,Engineering,Engineering Manager,2,Stable Core
1026,Operations,Operations Manager,1,Early-Career Builder
1027,Customer Support,Support Associate,3,High Performer / Flight Risk
1028,Sales,Account Manager,2,Stable Core
1029,Operations,Operations Associate,1,Early-Career Builder
1030,Engineering,Senior Engineer,1,Early-Career Builder
1031,Sales,Sales Executive,1,Early-Career Builder
1032,Customer Support,Support Associate,1,Early-Career Builder
1033,Customer Support,Support Associate,1,Early-Career Builder
1034,Marketing,Marketing Associate,1,Early-Career Builder
1035,Operations,Logistics Coordinator,0,Disengaged
1036,Marketing,Content Specialist,3,High Performer / Flight Risk
1037,Human Resources,HR Manager,0,Disengaged
1038,Operations,Operations Manager,3,High Performer / Flight Risk
1039,Finance,Accountant,0,Disengaged
1040,Marketing,Content Specialist,3,High Performer / Flight Risk
1041,Human Resources,Recruiter,3,High Performer / Flight Risk
1042,Engineering,Senior Engineer,1,Early-Career Builder
1043,Marketing,Marketing Manager,0,Disengaged
1044,Sales,Sales Executive,1,Early-Career Builder
1045,Sales,Sales Manager,2,Stable Core
1046,Customer Support,Support Team Lead,3,High Performer / Flight Risk
1047,Customer Support,Support Associate,3,High Performer / Flight Risk
1048,Engineering,Software Engineer,3,High Performer / Flight Risk
1049,Customer Support,Support Associate,3,High Performer / Flight Risk
1050,Sales,Sales Manager,1,Early-Career Builder
1051,Customer Support,Support Associate,1,Early-Career Builder
1052,Finance,Finance Manager,1,Early-Career Builder
1053,Customer Support,Support Team Lead,1,Early-Career Builder
1054,Sales,Account Manager,0,Disengaged
1055,Customer Support,Support Associate,3,High Performer / Flight Risk
1056,Engineering,Software Engineer,2,Stable Core
1057,Human Resources,HR Manager,1,Early-Career Builder
1058,Customer Support,Support Team Lead,0,Disengaged
1059,Sales,Sales Manager,1,Early-Career Builder
1060,Operations,Operations Associate,2,Stable Core
1061,Operations,Logistics Coordinator,0,Disengaged
1062,Customer Support,Support Associate,1,Early-Career Builder
1063,Operations,Operations Manager,1,Early-Career Builder
1064,Human Resources,HR Associate,2,Stable Core
1065,Sales,Account Manager,2,Stable Core
1066,Marketing,Content Specialist,1,Early-Career Builder
1067,Finance,Accountant,2,Stable Core
1068,Engineering,QA Engineer,0,Disengaged
1069,Sales,Sales Manager,1,Early-Career Builder
1070,Human Resources,HR Manager,1,Early-Career Builder
1071,Engineering,Software Engineer,2,Stable Core
1072,Marketing,Content Specialist,0,Disengaged
1073,Engineering,QA Engineer,0,Disengaged
1074,Sales,Sales Executive,3,High Performer / Flight Risk
1075,Marketing,Marketing Associate,3,High Performer / Flight Risk
1076,Customer Support,Support Team Lead,1,Early-Career Builder
1077,Sales,Sales Executive,3,High Performer / Flight Risk
1078,Customer Support,Support Team Lead,2,Stable Core
1079,Marketing,Content Specialist,1,Early-Career Builder
1080,Customer Support,Support Associate,0,Disengaged
1081,Sales,Sales Manager,2,Stable Core
1082,Sales,Account Manager,0,Disengaged
1083,Finance,Accountant,1,Early-Career Builder
1084,Sales,Account Manager,3,High Performer / Flight Risk
1085,Sales,Account Manager,2,Stable Core
1086,Customer Support,Support Team Lead,1,Early-Career Builder
1087,Operations,Operations Manager,0,Disengaged
1088,Engineering,Engineering Manager,2,Stable Core
1089,Marketing,Marketing Manager,1,Early-Career Builder
1090,Marketing,Marketing Associate,1,Early-Career Builder
1091,Sales,Sales Executive,1,Early-Career Builder
1092,Human Resources,Recruiter,1,Early-Career Builder
1093,Sales,Sales Manager,1,Early-Career Builder
1094,Customer Support,Support Team Lead,1,Early-Career Builder
1095,Sales,Account Manager,1,Early-Career Builder
1096,Marketing,Marketing Associate,0,Disengaged
1097,Finance,Financial Analyst,0,Disengaged
1098,Customer Support,Support Team Lead,1,Early-Career Builder
1099,Operations,Operations Manager,3,High Performer / Flight Risk
1100,Sales,Sales Executive,1,Early-Career Builder
1101,Marketing,Content Specialist,0,Disengaged
1102,Sales,Account Manager,1,Early-Career Builder
1103,Sales,Account Manager,1,Early-Career Builder
1104,Sales,Account Manager,1,Early-Career Builder
1105,Customer Support,Support Team Lead,1,Early-Career Builder
1106,Marketing,Marketing Manager,2,Stable Core
1107,Marketing,Marketing Manager,0,Disengaged
1108,Finance,Finance Manager,0,Disengaged
1109,Customer Support,Support Associate,1,Early-Career Builder
1110,Human Resources,HR Manager,3,High Performer / Flight Risk
1111,Finance,Finance Manager,3,High Performer / Flight Risk
1112,Marketing,Marketing Manager,1,Early-Career Builder
1113,Customer Support,Support Associate,1,Early-Career Builder
1114,Finance,Accountant,0,Disengaged
1115,Sales,Sales Manager,1,Early-Career Builder
1116,Marketing,Marketing Manager,0,Disengaged
1117,Engineering,QA Engineer,2,Stable Core
1118,Finance,Accountant,1,Early-Career Builder
1119,Finance,Accountant,1,Early-Career Builder
1120,Sales,Account Manager,1,Early-Career Builder
1121,Operations,Operations Associate,0,Disengaged
1122,Marketing,Marketing Associate,1,Early-Career Builder
1123,Sales,Sales Manager,0,Disengaged
1124,Sales,Sales Manager,0,Disengaged
1125,Operations,Operations Manager,2,Stable Core
1126,Finance,Financial Analyst,3,High Performer / Flight Risk
1127,Sales,Account Manager,1,Early-Career Builder
1128,Engineering,Software Engineer,3,High Performer / Flight Risk
1129,Marketing,Marketing Manager,3,High Performer / Flight Risk
1130,Sales,Account Manager,2,Stable Core
1131,Customer Support,Support Team Lead,1,Early-Career Builder
1132,Engineering,QA Engineer,2,Stable Core
1133,Sales,Sales Manager,0,Disengaged
