AttendanceID,EmployeeID,Month,Year,LeavesTaken,LateMarks,WFHDays,WorkingDays
2797,248,1,2025,0,3,5,22
2798,248,2,2025,1,6,1,22
2799,248,3,2025,1,4,0,22
2800,248,4,2025,1,3,3,22
2801,248,5,2025,3,1,2,22
2802,248,6,2025,0,1,4,22
2803,248,7,2025,4,4,5,22
2804,248,8,2025,3,2,1,22
2805,248,9,2025,1,3,2,22
2806,248,10,2025,1,0,2,22
2807,248,11,2025,3,5,5,22
2808,248,12,2025,1,0,6,22
2809,249,1,2025,4,1,4,22
2810,249,2,2025,3,2,1,22
2811,249,3,2025,3,0,3,22
2812,249,4,2025,2,3,3,22
2813,249,5,2025,2,1,1,22
2814,249,6,2025,5,4,3,22
2815,249,7,2025,3,1,1,22
2816,249,8,2025,2,2,3,22
2817,249,9,2025,2,2,3,22
2818,249,10,2025,1,2,2,22
2819,249,11,2025,1,1,2,22
2820,249,12,2025,1,3,1,22
2821,250,1,2025,2,1,3,22
2822,250,2,2025,2,0,4,22
2823,250,3,2025,2,2,4,22
2824,250,4,2025,0,1,5,22
2825,250,5,2025,3,0,1,22
2826,250,6,2025,1,0,3,22
2827,250,7,2025,1,0,2,22
2828,250,8,2025,3,1,0,22
2829,250,9,2025,0,3,2,22
2830,250,10,2025,2,2,3,22
2831,250,11,2025,2,3,2,22
2832,250,12,2025,4,0,2,22
2833,251,1,2025,2,2,0,22
2834,251,2,2025,1,2,6,22
2835,251,3,2025,4,1,3,22
2836,251,4,2025,5,1,3,22
2837,251,5,2025,3,1,3,22
2838,251,6,2025,2,0,1,22
2839,251,7,2025,3,1,3,22
2840,251,8,2025,2,0,3,22
2841,251,9,2025,0,0,4,22
2842,251,10,2025,0,1,1,22
2843,251,11,2025,0,1,6,22
2844,251,12,2025,1,0,4,22
2845,252,1,2025,3,0,6,22
2846,252,2,2025,3,0,6,22
2847,252,3,2025,1,0,2,22
2848,252,4,2025,1,2,3,22
2849,252,5,2025,0,1,6,22
2850,252,6,2025,1,0,3,22
2851,252,7,2025,1,1,3,22
2852,252,8,2025,2,2,4,22
2853,252,9,2025,1,2,2,22
2854,252,10,2025,2,0,2,22
2855,252,11,2025,2,1,4,22
2856,252,12,2025,3,0,2,22
2857,253,1,2025,1,1,4,22
2858,253,2,2025,2,0,4,22
2859,253,3,2025,1,1,3,22
2860,253,4,2025,4,1,4,22
2861,253,5,2025,1,1,5,22
2862,253,6,2025,0,0,1,22
2863,253,7,2025,2,1,4,22
2864,253,8,2025,1,1,4,22
2865,253,9,2025,2,1,1,22
2866,253,10,2025,1,1,3,22
2867,253,11,2025,1,1,4,22
2868,253,12,2025,0,1,4,22
2869,254,1,2025,0,2,4,22
2870,254,2,2025,3,1,5,22
2871,254,3,2025,4,2,2,22
2872,254,4,2025,3,0,1,22
2873,254,5,2025,2,2,3,22
2874,254,6,2025,3,2,3,22
2875,254,7,2025,1,1,3,22
2876,254,8,2025,2,2,6,22
2877,254,9,2025,2,0,4,22
2878,254,10,2025,2,0,3,22
2879,254,11,2025,1,1,5,22
2880,254,12,2025,2,1,1,22
2881,255,1,2025,1,2,2,22
2882,255,2,2025,1,0,1,22
2883,255,3,2025,1,1,3,22
2884,255,4,2025,0,0,2,22
2885,255,5,2025,0,0,7,22
2886,255,6,2025,1,0,1,22
2887,255,7,2025,1,2,2,22
2888,255,8,2025,0,0,1,22
2889,255,9,2025,3,0,1,22
2890,255,10,2025,2,3,5,22
2891,255,11,2025,1,3,2,22
2892,255,12,2025,1,1,4,22
2893,256,1,2025,3,1,3,22
2894,256,2,2025,3,0,3,22
2895,256,3,2025,3,1,2,22
2896,256,4,2025,1,0,3,22
2897,256,5,2025,0,0,3,22
2898,256,6,2025,0,0,5,22
2899,256,7,2025,0,3,2,22
2900,256,8,2025,1,0,2,22
2901,256,9,2025,2,3,2,22
2902,256,10,2025,0,2,0,22
2903,256,11,2025,1,1,5,22
2904,256,12,2025,0,1,1,22
2905,257,1,2025,5,3,7,22
2906,257,2,2025,5,2,3,22
2907,257,3,2025,1,0,2,22
2908,257,4,2025,2,1,3,22
2909,257,5,2025,3,1,3,22
2910,257,6,2025,4,3,0,22
2911,257,7,2025,3,1,2,22
2912,257,8,2025,2,1,1,22
2913,257,9,2025,4,1,4,22
2914,257,10,2025,3,2,4,22
2915,257,11,2025,2,1,1,22
2916,257,12,2025,2,5,4,22
2917,258,1,2025,5,0,3,22
2918,258,2,2025,3,1,1,22
2919,258,3,2025,1,3,1,22
2920,258,5,2025,3,3,1,22
2921,258,6,2025,1,2,5,22
2922,258,7,2025,1,1,2,22
2923,258,8,2025,1,3,2,22
2924,258,9,2025,3,0,3,22
2925,258,10,2025,0,0,4,22
2926,258,12,2025,2,2,0,22
2927,259,1,2025,0,1,2,22
2928,259,2,2025,1,0,1,22
2929,259,3,2025,4,1,2,22
2930,259,4,2025,1,0,4,22
2931,259,5,2025,1,1,2,22
2932,259,6,2025,3,0,2,22
2933,259,7,2025,1,0,4,22
2934,259,8,2025,0,4,3,22
2935,259,9,2025,1,2,1,22
2936,259,10,2025,0,1,5,22
2937,259,11,2025,1,0,3,22
2938,259,12,2025,2,1,3,22
2939,260,1,2025,1,1,1,22
2940,260,2,2025,5,1,2,22
2941,260,3,2025,1,1,6,22
2942,260,5,2025,3,1,4,22
2943,260,6,2025,1,2,1,22
2944,260,9,2025,1,1,6,22
2945,260,10,2025,2,1,2,22
2946,260,11,2025,2,3,1,22
2947,260,12,2025,0,1,0,22
2948,261,1,2025,2,0,3,22
2949,261,2,2025,2,1,2,22
2950,261,3,2025,2,1,4,22
2951,261,4,2025,2,1,3,22
2952,261,5,2025,1,1,3,22
2953,261,6,2025,1,0,4,22
2954,261,7,2025,0,0,4,22
2955,261,8,2025,4,1,2,22
2956,261,9,2025,2,3,1,22
2957,261,10,2025,4,1,0,22
2958,261,11,2025,1,1,0,22
2959,261,12,2025,1,1,4,22
2960,262,1,2025,2,0,1,22
2961,262,2,2025,1,2,3,22
2962,262,3,2025,1,0,3,22
2963,262,4,2025,0,1,3,22
2964,262,5,2025,0,2,3,22
2965,262,6,2025,1,2,3,22
2966,262,7,2025,2,1,4,22
2967,262,8,2025,4,2,5,22
2968,262,9,2025,1,0,4,22
2969,262,10,2025,5,1,5,22
2970,262,11,2025,1,2,2,22
2971,262,12,2025,2,1,2,22
2972,263,1,2025,2,0,5,22
2973,263,2,2025,1,0,2,22
2974,263,3,2025,0,1,1,22
2975,263,4,2025,3,0,3,22
2976,263,5,2025,2,0,3,22
2977,263,6,2025,0,1,2,22
2978,263,7,2025,4,2,2,22
2979,263,8,2025,1,0,1,22
2980,263,9,2025,0,0,2,22
2981,263,10,2025,0,0,3,22
2982,263,11,2025,4,1,3,22
2983,263,12,2025,1,1,4,22
2984,264,1,2025,1,1,6,22
2985,264,2,2025,0,1,2,22
2986,264,3,2025,1,1,5,22
2987,264,4,2025,0,2,5,22
2988,264,5,2025,1,0,4,22
2989,264,6,2025,2,2,4,22
2990,264,7,2025,2,1,2,22
2991,264,8,2025,1,1,1,22
2992,264,9,2025,2,0,1,22
2993,264,10,2025,1,3,2,22
2994,264,11,2025,0,2,2,22
2995,264,12,2025,1,1,4,22
2996,265,1,2025,2,1,5,22
2997,265,2,2025,5,1,3,22
2998,265,3,2025,1,1,0,22
2999,265,4,2025,3,1,5,22
3000,265,5,2025,1,0,1,22
3001,265,6,2025,0,1,4,22
3002,265,7,2025,0,1,1,22
3003,265,8,2025,2,0,5,22
3004,265,9,2025,2,1,2,22
3005,265,10,2025,3,0,5,22
3006,265,11,2025,4,1,5,22
3007,265,12,2025,3,2,2,22
3008,266,1,2025,1,1,2,22
3009,266,2,2025,0,1,4,22
3010,266,3,2025,2,1,2,22
3011,266,4,2025,0,2,2,22
3012,266,5,2025,4,0,2,22
3013,266,6,2025,5,1,2,22
3014,266,7,2025,3,0,1,22
3015,266,8,2025,0,0,3,22
3016,266,9,2025,6,0,1,22
3017,266,10,2025,1,1,2,22
3018,266,11,2025,3,0,4,22
3019,266,12,2025,1,2,1,22
3020,267,1,2025,2,1,1,22
3021,267,2,2025,4,3,4,22
3022,267,3,2025,3,2,3,22
3023,267,4,2025,1,0,2,22
3024,267,5,2025,2,1,3,22
3025,267,6,2025,5,1,4,22
3026,267,7,2025,3,5,4,22
3027,267,8,2025,0,1,8,22
3028,267,9,2025,2,3,5,22
3029,267,10,2025,1,1,6,22
3030,267,11,2025,5,3,8,22
3031,267,12,2025,2,2,5,22
3032,268,1,2025,1,1,2,22
3033,268,2,2025,3,3,7,22
3034,268,3,2025,2,4,4,22
3035,268,4,2025,2,2,3,22
3036,268,5,2025,2,0,3,22
3037,268,6,2025,1,3,3,22
3038,268,7,2025,3,1,3,22
3039,268,8,2025,0,2,5,22
3040,268,9,2025,2,0,1,22
3041,268,10,2025,0,2,2,22
3042,268,11,2025,1,0,3,22
3043,268,12,2025,1,1,3,22
3044,269,2,2025,4,0,4,22
3045,269,3,2025,1,0,2,22
3046,269,5,2025,1,2,1,22
3047,269,7,2025,2,5,3,22
3048,269,8,2025,5,4,4,22
3049,269,9,2025,1,1,3,22
3050,269,10,2025,1,3,3,22
3051,269,11,2025,2,3,2,22
3052,270,1,2025,1,0,2,22
3053,270,2,2025,3,0,1,22
3054,270,3,2025,1,1,1,22
3055,270,4,2025,2,2,9,22
3056,270,5,2025,5,1,3,22
3057,270,6,2025,2,0,2,22
3058,270,7,2025,5,0,3,22
3059,270,8,2025,0,1,8,22
3060,270,9,2025,2,2,4,22
3061,270,10,2025,2,1,2,22
3062,270,11,2025,1,0,5,22
3063,270,12,2025,0,2,2,22
3064,271,1,2025,0,0,1,22
3065,271,2,2025,1,1,3,22
3066,271,3,2025,1,1,1,22
3067,271,4,2025,1,0,2,22
3068,271,5,2025,2,3,6,22
3069,271,6,2025,2,0,3,22
3070,271,7,2025,0,0,4,22
3071,271,8,2025,2,1,2,22
3072,271,9,2025,1,0,3,22
3073,271,10,2025,2,1,1,22
3074,271,11,2025,2,2,6,22
3075,271,12,2025,1,0,4,22
3076,272,1,2025,2,0,2,22
3077,272,2,2025,1,0,5,22
3078,272,3,2025,0,0,3,22
3079,272,4,2025,1,1,1,22
3080,272,5,2025,1,2,5,22
3081,272,6,2025,0,2,4,22
3082,272,7,2025,3,0,6,22
3083,272,8,2025,1,0,5,22
3084,272,9,2025,1,0,3,22
3085,272,10,2025,2,0,2,22
3086,272,11,2025,0,1,3,22
3087,272,12,2025,1,3,1,22
3088,273,1,2025,2,1,5,22
3089,273,2,2025,3,0,3,22
3090,273,3,2025,2,0,2,22
3091,273,4,2025,2,3,2,22
3092,273,5,2025,2,2,4,22
3093,273,6,2025,2,1,6,22
3094,273,7,2025,1,3,3,22
3095,273,8,2025,2,3,2,22
3096,273,9,2025,4,1,3,22
3097,273,10,2025,4,5,4,22
3098,273,11,2025,4,1,5,22
3099,273,12,2025,2,1,2,22
3100,274,1,2025,2,1,4,22
3101,274,2,2025,2,1,4,22
3102,274,3,2025,1,1,3,22
3103,274,4,2025,4,1,5,22
3104,274,5,2025,3,2,2,22
3105,274,6,2025,4,1,2,22
3106,274,7,2025,1,1,2,22
3107,274,8,2025,4,0,3,22
3108,274,9,2025,3,3,2,22
3109,274,10,2025,3,3,3,22
3110,274,11,2025,1,2,3,22
3111,274,12,2025,2,1,4,22
3112,275,1,2025,0,0,2,22
3113,275,2,2025,2,0,6,22
3114,275,3,2025,1,2,4,22
3115,275,4,2025,1,2,3,22
3116,275,5,2025,2,0,3,22
3117,275,6,2025,1,0,2,22
3118,275,7,2025,1,2,3,22
3119,275,8,2025,0,0,0,22
3120,275,9,2025,1,0,2,22
3121,275,10,2025,1,0,3,22
3122,275,11,2025,0,0,1,22
3123,275,12,2025,0,1,7,22
3124,276,1,2025,2,1,4,22
3125,276,2,2025,4,3,3,22
3126,276,3,2025,1,1,2,22
3127,276,4,2025,2,2,3,22
3128,276,5,2025,2,3,5,22
3129,276,6,2025,5,4,3,22
3130,276,7,2025,4,3,3,22
3131,276,8,2025,3,1,4,22
3132,276,9,2025,2,0,3,22
3133,276,10,2025,2,2,5,22
3134,276,11,2025,1,1,1,22
3135,276,12,2025,1,2,2,22
3136,277,1,2025,1,2,0,22
3137,277,2,2025,0,0,0,22
3138,277,3,2025,2,0,1,22
3139,277,4,2025,4,0,2,22
3140,277,5,2025,1,0,3,22
3141,277,6,2025,0,2,4,22
3142,277,7,2025,2,2,2,22
3143,277,8,2025,0,0,3,22
3144,277,9,2025,2,0,4,22
3145,277,10,2025,0,3,3,22
3146,277,11,2025,2,3,1,22
3147,277,12,2025,1,2,3,22
3148,278,1,2025,5,2,4,22
3149,278,2,2025,5,6,7,22
3150,278,3,2025,0,1,3,22
3151,278,4,2025,3,1,4,22
3152,278,5,2025,5,1,2,22
3153,278,6,2025,3,2,3,22
3154,278,7,2025,5,2,5,22
3155,278,8,2025,5,2,6,22
3156,278,9,2025,4,2,2,22
3157,278,10,2025,0,1,4,22
3158,278,11,2025,0,5,3,22
3159,278,12,2025,2,4,2,22
3160,279,1,2025,4,4,3,22
3161,279,2,2025,3,0,5,22
3162,279,3,2025,1,2,8,22
3163,279,4,2025,1,4,2,22
3164,279,5,2025,1,0,6,22
3165,279,6,2025,2,1,4,22
3166,279,7,2025,3,4,5,22
3167,279,8,2025,2,2,2,22
3168,279,9,2025,6,1,3,22
3169,279,10,2025,2,2,5,22
3170,279,11,2025,3,0,8,22
3171,279,12,2025,4,5,5,22
3172,280,1,2025,0,0,2,22
3173,280,2,2025,0,3,3,22
3174,280,3,2025,1,1,4,22
3175,280,5,2025,3,1,6,22
3176,280,6,2025,2,0,6,22
3177,280,7,2025,0,0,2,22
3178,280,9,2025,1,1,1,22
3179,280,10,2025,2,1,3,22
3180,280,11,2025,4,2,2,22
3181,281,1,2025,1,1,1,22
3182,281,2,2025,2,0,3,22
3183,281,3,2025,3,2,0,22
3184,281,4,2025,1,0,2,22
3185,281,5,2025,1,1,6,22
3186,281,6,2025,1,2,0,22
3187,281,7,2025,2,1,0,22
3188,281,8,2025,0,1,8,22
3189,281,9,2025,2,0,3,22
3190,281,10,2025,3,0,3,22
3191,281,11,2025,3,1,2,22
3192,281,12,2025,1,0,2,22
3193,282,1,2025,2,1,4,22
3194,282,2,2025,2,2,4,22
3195,282,3,2025,4,0,3,22
3196,282,4,2025,4,5,4,22
3197,282,5,2025,4,4,2,22
3198,282,6,2025,6,1,4,22
3199,282,7,2025,2,1,0,22
3200,282,8,2025,3,3,4,22
3201,282,9,2025,1,1,3,22
3202,282,10,2025,3,4,3,22
3203,282,11,2025,1,1,4,22
3204,282,12,2025,1,0,0,22
3205,283,1,2025,2,2,1,22
3206,283,2,2025,3,1,3,22
3207,283,3,2025,3,0,3,22
3208,283,4,2025,1,3,3,22
3209,283,5,2025,1,1,4,22
3210,283,6,2025,2,2,4,22
3211,283,7,2025,2,0,2,22
3212,283,8,2025,4,0,2,22
3213,283,9,2025,3,1,6,22
3214,283,10,2025,0,0,3,22
3215,283,11,2025,0,0,1,22
3216,283,12,2025,1,1,1,22
3217,284,1,2025,3,2,5,22
3218,284,2,2025,0,3,4,22
3219,284,3,2025,4,0,2,22
3220,284,4,2025,2,1,6,22
3221,284,5,2025,3,3,3,22
3222,284,6,2025,5,2,4,22
3223,284,7,2025,3,1,3,22
3224,284,8,2025,4,1,2,22
3225,284,9,2025,3,3,1,22
3226,284,10,2025,1,2,2,22
3227,284,11,2025,3,1,2,22
3228,284,12,2025,2,4,4,22
3229,285,1,2025,0,0,1,22
3230,285,2,2025,1,2,3,22
3231,285,3,2025,2,1,2,22
3232,285,4,2025,1,0,2,22
3233,285,5,2025,1,1,1,22
3234,285,6,2025,1,2,3,22
3235,285,7,2025,0,1,3,22
3236,285,8,2025,4,1,2,22
3237,285,9,2025,0,1,4,22
3238,285,10,2025,0,0,2,22
3239,285,11,2025,1,4,1,22
3240,285,12,2025,0,2,8,22
3241,286,1,2025,3,2,3,22
3242,286,2,2025,1,1,6,22
3243,286,3,2025,0,2,1,22
3244,286,5,2025,0,0,1,22
3245,286,6,2025,1,2,1,22
3246,286,7,2025,0,1,2,22
3247,286,8,2025,1,3,5,22
3248,286,9,2025,1,0,1,22
3249,286,11,2025,1,0,5,22
3250,287,1,2025,1,0,1,22
3251,287,2,2025,1,2,5,22
3252,287,3,2025,1,0,1,22
3253,287,4,2025,2,1,6,22
3254,287,5,2025,0,0,2,22
3255,287,6,2025,0,1,1,22
3256,287,7,2025,2,1,5,22
3257,287,8,2025,2,2,5,22
3258,287,9,2025,0,0,6,22
3259,287,10,2025,5,1,3,22
3260,287,11,2025,0,0,6,22
3261,287,12,2025,0,4,1,22
3262,288,1,2025,2,4,4,22
3263,288,2,2025,2,1,2,22
3264,288,3,2025,1,3,5,22
3265,288,4,2025,2,3,0,22
3266,288,5,2025,0,5,7,22
3267,288,6,2025,1,3,1,22
3268,288,7,2025,1,2,4,22
3269,288,8,2025,2,0,3,22
3270,288,9,2025,2,1,1,22
3271,288,10,2025,2,2,1,22
3272,288,11,2025,2,2,9,22
3273,288,12,2025,4,2,2,22
3274,289,1,2025,1,0,3,22
3275,289,5,2025,3,0,4,22
3276,289,11,2025,0,2,2,22
3277,289,12,2025,4,0,1,22
3278,290,1,2025,1,0,3,22
3279,290,2,2025,1,3,3,22
3280,290,3,2025,1,1,3,22
3281,290,4,2025,1,2,5,22
3282,290,5,2025,1,2,4,22
3283,290,6,2025,0,0,6,22
3284,290,8,2025,1,1,3,22
3285,290,9,2025,1,2,1,22
3286,290,10,2025,4,1,0,22
3287,290,11,2025,0,1,5,22
3288,290,12,2025,0,2,3,22
3289,291,1,2025,2,1,5,22
3290,291,2,2025,1,2,2,22
3291,291,3,2025,4,1,4,22
3292,291,4,2025,1,2,3,22
3293,291,5,2025,3,1,4,22
3294,291,6,2025,1,1,3,22
3295,291,7,2025,3,0,4,22
3296,291,8,2025,0,0,7,22
3297,291,9,2025,3,0,0,22
3298,291,10,2025,0,1,4,22
3299,291,11,2025,3,1,2,22
3300,291,12,2025,0,1,5,22
3301,292,1,2025,0,0,5,22
3302,292,2,2025,1,0,3,22
3303,292,3,2025,1,0,3,22
3304,292,4,2025,2,1,2,22
3305,292,5,2025,2,1,1,22
3306,292,6,2025,0,0,4,22
3307,292,7,2025,3,4,3,22
3308,292,8,2025,0,0,2,22
3309,292,9,2025,1,1,2,22
3310,292,10,2025,1,0,3,22
3311,292,11,2025,3,0,4,22
3312,292,12,2025,2,0,4,22
3313,293,1,2025,1,1,2,22
3314,293,2,2025,4,2,3,22
3315,293,3,2025,4,0,4,22
3316,293,4,2025,1,0,7,22
3317,293,5,2025,3,0,1,22
3318,293,6,2025,2,1,2,22
3319,293,7,2025,1,1,2,22
3320,293,9,2025,3,4,3,22
3321,293,10,2025,0,0,5,22
3322,293,11,2025,1,0,3,22
3323,293,12,2025,1,2,4,22
3324,294,1,2025,1,3,7,22
3325,294,3,2025,2,3,3,22
3326,294,4,2025,2,5,3,22
3327,294,8,2025,3,1,4,22
3328,294,9,2025,0,2,2,22
3329,294,10,2025,4,2,2,22
3330,294,11,2025,4,4,5,22
3331,295,1,2025,2,2,2,22
3332,295,2,2025,4,0,2,22
3333,295,4,2025,1,2,2,22
3334,295,7,2025,5,4,1,22
3335,295,10,2025,1,0,5,22
3336,295,11,2025,3,2,3,22
3337,296,1,2025,1,1,6,22
3338,296,2,2025,2,1,3,22
3339,296,3,2025,0,0,5,22
3340,296,4,2025,3,0,2,22
3341,296,5,2025,4,1,2,22
3342,296,6,2025,1,4,4,22
3343,296,9,2025,2,1,4,22
3344,296,10,2025,0,1,5,22
3345,296,12,2025,3,1,1,22
3346,297,1,2025,2,0,9,22
3347,297,2,2025,1,2,4,22
3348,297,3,2025,3,2,2,22
3349,297,4,2025,2,2,3,22
3350,297,5,2025,6,0,1,22
3351,297,6,2025,0,0,3,22
3352,297,7,2025,2,2,3,22
3353,297,8,2025,4,1,2,22
3354,297,9,2025,4,3,7,22
3355,297,10,2025,3,0,4,22
3356,297,11,2025,3,3,2,22
3357,297,12,2025,3,2,6,22
3358,298,1,2025,3,1,2,22
3359,298,2,2025,0,1,3,22
3360,298,3,2025,1,1,2,22
3361,298,4,2025,2,1,6,22
3362,298,5,2025,1,0,3,22
3363,298,6,2025,1,1,6,22
3364,298,7,2025,3,2,3,22
3365,298,8,2025,3,0,3,22
3366,298,9,2025,2,2,2,22
3367,298,10,2025,1,1,6,22
3368,298,11,2025,2,1,2,22
3369,298,12,2025,1,0,3,22
3370,299,1,2025,1,1,4,22
3371,299,2,2025,0,2,5,22
3372,299,3,2025,1,1,1,22
3373,299,4,2025,2,1,1,22
3374,299,5,2025,0,0,2,22
3375,299,6,2025,0,0,3,22
3376,299,7,2025,1,3,2,22
3377,299,8,2025,2,0,6,22
3378,299,9,2025,0,1,1,22
3379,299,10,2025,0,1,3,22
3380,299,11,2025,1,2,4,22
3381,299,12,2025,3,0,3,22
3382,300,1,2025,4,0,3,22
3383,300,2,2025,1,2,4,22
3384,300,3,2025,1,0,5,22
3385,300,4,2025,1,1,5,22
3386,300,5,2025,1,3,3,22
3387,300,6,2025,3,1,4,22
3388,300,7,2025,1,0,4,22
3389,300,8,2025,2,0,5,22
3390,300,9,2025,2,1,1,22
3391,300,10,2025,2,0,1,22
3392,300,11,2025,1,0,3,22
3393,300,12,2025,0,0,5,22
3394,301,1,2025,1,1,2,22
3395,301,2,2025,1,1,3,22
3396,301,3,2025,2,0,3,22
3397,301,4,2025,2,2,3,22
3398,301,5,2025,1,0,7,22
3399,301,6,2025,3,1,4,22
3400,301,7,2025,0,4,3,22
3401,301,8,2025,2,4,5,22
3402,301,9,2025,1,2,3,22
3403,301,10,2025,2,2,3,22
3404,301,11,2025,4,2,3,22
3405,301,12,2025,2,0,5,22
3406,302,1,2025,1,0,4,22
3407,302,2,2025,1,2,2,22
3408,302,3,2025,1,2,2,22
3409,302,4,2025,1,0,2,22
3410,302,5,2025,1,2,3,22
3411,302,6,2025,1,1,2,22
3412,302,7,2025,0,1,2,22
3413,302,8,2025,0,0,4,22
3414,302,9,2025,1,1,3,22
3415,302,10,2025,3,0,6,22
3416,302,11,2025,1,2,2,22
3417,302,12,2025,1,1,2,22
3418,303,1,2025,3,1,3,22
3419,303,2,2025,1,3,3,22
3420,303,3,2025,1,0,6,22
3421,303,4,2025,4,3,1,22
3422,303,5,2025,0,1,6,22
3423,303,6,2025,1,1,2,22
3424,303,7,2025,1,0,1,22
3425,303,8,2025,1,2,4,22
3426,303,9,2025,3,1,4,22
3427,303,10,2025,1,2,4,22
3428,303,11,2025,2,1,1,22
3429,303,12,2025,1,0,3,22
3430,304,1,2025,1,2,4,22
3431,304,2,2025,2,2,5,22
3432,304,3,2025,1,1,5,22
3433,304,5,2025,1,1,4,22
3434,304,8,2025,1,0,4,22
3435,304,9,2025,0,1,3,22
3436,304,10,2025,1,2,1,22
3437,304,11,2025,2,0,3,22
3438,304,12,2025,2,0,1,22
3439,305,1,2025,0,0,1,22
3440,305,2,2025,1,0,2,22
3441,305,3,2025,1,2,3,22
3442,305,4,2025,1,0,4,22
3443,305,5,2025,1,2,2,22
3444,305,6,2025,1,2,3,22
3445,305,7,2025,1,1,6,22
3446,305,8,2025,0,2,1,22
3447,305,9,2025,2,1,6,22
3448,305,10,2025,2,0,3,22
3449,305,11,2025,0,0,1,22
3450,305,12,2025,1,2,2,22
3451,306,1,2025,0,1,3,22
3452,306,2,2025,2,0,2,22
3453,306,3,2025,2,1,2,22
3454,306,4,2025,1,0,5,22
3455,306,5,2025,2,0,3,22
3456,306,6,2025,1,0,2,22
3457,306,7,2025,2,0,1,22
3458,306,8,2025,3,2,2,22
3459,306,9,2025,3,1,3,22
3460,306,10,2025,1,0,3,22
3461,306,11,2025,2,2,2,22
3462,306,12,2025,1,1,1,22
3463,307,1,2025,2,3,2,22
3464,307,2,2025,1,0,3,22
3465,307,3,2025,0,1,7,22
3466,307,4,2025,1,3,4,22
3467,307,5,2025,0,2,3,22
3468,307,6,2025,1,1,3,22
3469,307,7,2025,2,5,3,22
3470,307,8,2025,2,0,5,22
3471,307,9,2025,1,3,2,22
3472,307,10,2025,2,2,2,22
3473,307,11,2025,1,3,4,22
3474,307,12,2025,1,0,4,22
3475,308,1,2025,2,2,0,22
3476,308,2,2025,1,1,3,22
3477,308,4,2025,1,0,4,22
3478,308,5,2025,2,0,0,22
3479,308,6,2025,4,1,4,22
3480,308,7,2025,1,0,7,22
3481,308,8,2025,0,0,5,22
3482,308,10,2025,0,1,3,22
3483,308,11,2025,2,0,2,22
3484,309,5,2025,4,3,1,22
3485,309,6,2025,1,4,4,22
3486,309,7,2025,3,2,1,22
3487,309,8,2025,4,3,1,22
3488,309,10,2025,1,0,5,22
3489,309,11,2025,2,1,6,22
3490,309,12,2025,0,0,7,22
3491,310,1,2025,0,0,3,22
3492,310,2,2025,3,0,4,22
3493,310,3,2025,1,1,2,22
3494,310,4,2025,1,0,2,22
3495,310,5,2025,0,3,5,22
3496,310,6,2025,1,3,3,22
3497,310,7,2025,0,4,1,22
3498,310,8,2025,3,0,3,22
3499,310,9,2025,0,1,1,22
3500,310,10,2025,1,0,1,22
3501,310,11,2025,4,0,8,22
3502,310,12,2025,1,0,2,22
3503,311,1,2025,4,1,0,22
3504,311,2,2025,4,2,2,22
3505,311,3,2025,4,3,2,22
3506,311,4,2025,0,3,6,22
3507,311,5,2025,3,0,4,22
3508,311,6,2025,4,2,4,22
3509,311,7,2025,1,4,1,22
3510,311,8,2025,3,4,2,22
3511,311,9,2025,2,1,4,22
3512,311,10,2025,2,2,1,22
3513,311,11,2025,2,3,7,22
3514,311,12,2025,2,1,6,22
3515,312,1,2025,3,1,1,22
3516,312,2,2025,3,0,2,22
3517,312,3,2025,2,2,4,22
3518,312,4,2025,2,2,1,22
3519,312,5,2025,1,0,6,22
3520,312,6,2025,2,0,7,22
3521,312,7,2025,4,2,1,22
3522,312,8,2025,2,1,1,22
3523,312,9,2025,1,1,7,22
3524,312,10,2025,3,1,3,22
3525,312,11,2025,1,2,2,22
3526,312,12,2025,2,2,5,22
3527,313,1,2025,0,0,3,22
3528,313,2,2025,0,0,3,22
3529,313,3,2025,5,2,0,22
3530,313,4,2025,0,0,3,22
3531,313,5,2025,1,0,7,22
3532,313,6,2025,3,0,3,22
3533,313,7,2025,1,0,4,22
3534,313,8,2025,1,1,3,22
3535,313,9,2025,1,0,5,22
3536,313,10,2025,3,3,4,22
3537,313,11,2025,2,1,5,22
3538,313,12,2025,0,0,5,22
3539,314,1,2025,2,2,2,22
3540,314,2,2025,2,4,4,22
3541,314,3,2025,1,1,3,22
3542,314,4,2025,1,0,2,22
3543,314,5,2025,0,0,2,22
3544,314,6,2025,2,0,1,22
3545,314,7,2025,2,0,5,22
3546,314,8,2025,0,1,5,22
3547,314,9,2025,3,1,2,22
3548,314,10,2025,3,3,2,22
3549,314,11,2025,1,2,2,22
3550,314,12,2025,1,0,3,22
3551,315,1,2025,1,0,4,22
3552,315,2,2025,3,1,2,22
3553,315,3,2025,0,2,1,22
3554,315,4,2025,0,2,6,22
3555,315,5,2025,1,1,2,22
3556,315,6,2025,0,1,4,22
3557,315,7,2025,1,0,3,22
3558,315,8,2025,1,0,4,22
3559,315,9,2025,2,3,5,22
3560,315,10,2025,1,2,7,22
3561,315,11,2025,1,2,1,22
3562,315,12,2025,4,2,1,22
3563,316,1,2025,2,3,2,22
3564,316,2,2025,3,2,2,22
3565,316,3,2025,3,1,3,22
3566,316,4,2025,1,4,4,22
3567,316,5,2025,3,3,3,22
3568,316,6,2025,3,3,1,22
3569,316,7,2025,5,2,3,22
3570,316,8,2025,2,4,4,22
3571,316,9,2025,2,0,3,22
