EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,HireDate,TenureYears,BusinessTravel,DistanceFromHomeKM,MonthlyIncome,YearsSinceLastPromotion,NumCompaniesWorked,WorkLifeBalance,EnvironmentSatisfaction,JobSatisfaction,OverTime,PerformanceRating,TrainingTimesLastYear,Attrition
200,28,Female,Married,Human Resources,HR Manager,Bachelor's,2018-10-17,7,Non-Travel,18,58789,3,2,4,3,4,Yes,4,2,No
201,35,Female,Married,Human Resources,HR Associate,Master's,2020-04-10,5,Travel_Rarely,2,35836,2,1,3,4,2,No,4,1,No
202,27,Male,Single,Operations,Operations Manager,Master's,2020-08-25,5,Travel_Rarely,5,47148,0,3,3,3,4,No,4,1,No
203,43,Male,Single,Engineering,Software Engineer,Master's,2025-11-19,0,Non-Travel,7,54325,0,0,3,3,3,Yes,3,4,No
204,29,Male,Single,Operations,Operations Associate,Bachelor's,2025-05-21,0,Travel_Rarely,6,32733,0,3,3,3,4,Yes,3,4,No
205,24,Male,Single,Finance,Accountant,High School,2021-02-26,4,Non-Travel,1,52447,1,1,3,2,3,Yes,4,5,Yes
206,31,Male,Single,Sales,Sales Manager,Bachelor's,2020-12-01,5,Travel_Rarely,2,69340,1,2,3,2,3,Yes,4,3,No
207,31,Female,Single,Finance,Financial Analyst,Master's,2020-10-26,5,Non-Travel,3,50495,0,0,3,3,3,No,2,2,Yes
208,33,Female,Divorced,Customer Support,Support Associate,Master's,2024-11-07,1,Non-Travel,2,30659,0,3,3,3,2,No,4,4,No
209,47,Male,Single,Customer Support,Support Associate,Bachelor's,2024-10-18,1,Travel_Rarely,1,31951,1,3,3,4,1,Yes,4,2,No
210,45,Male,Married,Engineering,QA Engineer,Bachelor's,2023-06-01,2,Travel_Rarely,4,105809,1,5,1,4,4,Yes,3,0,No
211,31,Male,Single,Engineering,Software Engineer,High School,2018-11-19,7,Travel_Rarely,5,63697,0,1,4,3,4,No,3,4,No
212,29,Female,Married,Sales,Sales Executive,High School,2025-08-10,0,Travel_Rarely,4,39488,0,2,4,4,3,No,5,3,No
213,36,Female,Married,Sales,Sales Manager,High School,2019-01-15,6,Non-Travel,1,66284,1,1,3,1,3,No,5,3,Yes
214,38,Female,Single,Engineering,QA Engineer,PhD,2021-12-14,4,Travel_Rarely,6,104210,4,3,3,3,3,No,4,2,No
215,35,Female,Single,Engineering,Engineering Manager,Bachelor's,2019-01-03,6,Travel_Rarely,2,123373,0,4,4,2,3,No,4,2,No
216,26,Male,Divorced,Engineering,QA Engineer,Bachelor's,2022-10-13,3,Travel_Frequently,4,113651,2,2,1,3,3,No,3,1,No
217,34,Male,Married,Operations,Operations Manager,Master's,2021-12-16,4,Travel_Rarely,1,58533,2,0,3,4,2,No,2,2,No
218,21,Male,Married,Sales,Account Manager,Bachelor's,2024-11-11,1,Non-Travel,3,72381,1,2,3,2,3,No,4,3,Yes
219,28,Male,Single,Human Resources,HR Associate,Master's,2025-12-11,0,Travel_Rarely,10,36983,0,3,3,4,2,No,3,2,No
220,35,Male,Single,Marketing,Marketing Manager,Bachelor's,2023-12-03,2,Non-Travel,5,49628,1,0,4,4,4,Yes,4,2,No
221,27,Male,Single,Finance,Financial Analyst,Bachelor's,2019-08-23,6,Travel_Rarely,2,57521,1,0,3,4,2,Yes,3,3,No
222,36,Male,Single,Marketing,Content Specialist,Master's,2024-08-27,1,Travel_Rarely,13,66050,1,3,3,3,4,No,4,1,No
223,37,Male,Married,Engineering,Senior Engineer,Bachelor's,2021-09-25,4,Travel_Rarely,7,99183,0,0,1,3,4,No,3,3,No
224,38,Female,Single,Operations,Operations Associate,Master's,2024-06-27,1,Non-Travel,3,32697,0,1,4,4,3,No,4,2,No
225,23,Female,Married,Engineering,Software Engineer,High School,2025-01-26,0,Travel_Rarely,3,59374,0,1,4,3,2,Yes,3,0,Yes
226,36,Male,Divorced,Sales,Sales Manager,Bachelor's,2025-05-22,0,Travel_Frequently,4,57051,0,4,3,3,4,No,2,2,No
227,39,Female,Divorced,Engineering,Software Engineer,Bachelor's,2018-06-13,7,Non-Travel,1,80515,1,0,4,2,4,No,3,1,No
228,33,Male,Married,Operations,Logistics Coordinator,Master's,2021-06-09,4,Travel_Rarely,2,54323,4,1,3,3,2,No,3,1,No
229,35,Female,Single,Operations,Logistics Coordinator,Bachelor's,2021-03-20,4,Travel_Rarely,1,57847,0,0,3,4,2,Yes,4,1,No
230,42,Female,Single,Customer Support,Support Associate,Bachelor's,2025-03-08,0,Travel_Rarely,17,34751,0,2,3,4,4,No,3,1,No
231,21,Male,Divorced,Operations,Operations Associate,Bachelor's,2024-01-31,1,Travel_Frequently,2,29305,1,2,1,2,3,No,4,2,Yes
232,35,Male,Single,Marketing,Marketing Manager,Master's,2024-11-05,1,Travel_Rarely,9,51763,1,3,3,3,2,No,3,1,No
233,24,Male,Single,Engineering,Engineering Manager,High School,2021-02-25,4,Travel_Rarely,10,135405,3,1,3,1,3,No,3,2,Yes
234,39,Female,Single,Marketing,Marketing Associate,Master's,2024-06-28,1,Travel_Rarely,7,35592,0,0,4,2,2,No,3,1,No
235,24,Male,Married,Operations,Operations Associate,High School,2025-06-05,0,Travel_Rarely,5,36763,0,0,3,4,3,No,3,2,No
236,23,Male,Married,Engineering,Senior Engineer,High School,2022-07-26,3,Non-Travel,19,88690,1,0,2,4,4,Yes,4,2,Yes
237,36,Female,Married,Engineering,Senior Engineer,Master's,2022-09-26,3,Non-Travel,21,87257,1,1,1,3,4,No,5,1,No
238,22,Female,Married,Customer Support,Support Associate,Bachelor's,2025-08-22,0,Travel_Frequently,1,29447,0,1,3,2,3,No,4,2,No
239,36,Male,Married,Operations,Operations Manager,Master's,2024-08-03,1,Non-Travel,1,44524,1,1,3,3,3,No,4,4,No
240,38,Female,Single,Finance,Accountant,High School,2025-10-09,0,Travel_Rarely,6,61882,0,2,3,3,3,Yes,4,3,No
241,37,Male,Married,Sales,Sales Executive,High School,2025-03-17,0,Non-Travel,13,35809,0,5,3,3,1,No,4,1,No
242,30,Female,Married,Sales,Sales Manager,Bachelor's,2025-07-08,0,Non-Travel,8,57374,0,1,4,3,2,No,3,2,No
243,21,Male,Married,Finance,Financial Analyst,Master's,2024-10-01,1,Travel_Rarely,5,43599,1,2,3,3,2,No,3,1,No
244,29,Male,Single,Engineering,Engineering Manager,Bachelor's,2021-05-20,4,Travel_Rarely,26,123230,0,2,3,1,3,No,3,2,Yes
245,26,Male,Single,Operations,Operations Manager,Master's,2019-12-03,6,Non-Travel,5,58303,0,3,4,3,2,No,4,3,No
246,45,Female,Single,Sales,Account Manager,Bachelor's,2021-07-21,4,Non-Travel,1,83206,2,2,2,4,4,Yes,3,4,Yes
247,28,Female,Married,Sales,Account Manager,High School,2018-06-29,7,Travel_Frequently,1,89933,1,1,3,3,3,Yes,3,2,No
248,41,Male,Single,Human Resources,HR Associate,Bachelor's,2025-08-20,0,Non-Travel,3,34378,0,0,2,2,4,Yes,4,2,No
249,39,Female,Married,Marketing,Content Specialist,Master's,2021-07-23,4,Travel_Rarely,12,72920,2,4,2,3,3,Yes,4,3,No
250,21,Female,Married,Sales,Account Manager,Bachelor's,2024-04-27,1,Travel_Frequently,17,80132,1,1,4,4,1,No,3,1,No
251,35,Male,Single,Customer Support,Support Associate,Master's,2010-05-08,15,Travel_Frequently,14,53044,1,1,3,3,3,No,2,3,No
252,30,Female,Married,Finance,Finance Manager,Bachelor's,2023-04-21,2,Travel_Frequently,4,79232,0,2,4,4,3,Yes,4,2,No
253,35,Male,Single,Finance,Accountant,Master's,2025-11-29,0,Travel_Rarely,8,71809,0,1,4,4,3,No,1,3,No
254,38,Male,Single,Sales,Sales Executive,Bachelor's,2010-09-07,15,Non-Travel,4,65787,2,0,3,3,4,No,4,2,No
255,34,Male,Divorced,Sales,Account Manager,PhD,2015-05-08,10,Travel_Rarely,1,91302,4,3,4,3,3,Yes,5,2,No
256,50,Male,Married,Marketing,Marketing Associate,Bachelor's,2012-01-05,13,Travel_Rarely,17,57285,10,2,3,4,3,Yes,3,4,No
257,31,Male,Single,Finance,Accountant,Master's,2024-07-05,1,Non-Travel,1,64444,0,4,2,4,2,No,4,0,No
258,45,Male,Married,Customer Support,Support Team Lead,High School,2020-07-02,5,Travel_Rarely,3,55529,0,1,2,4,3,No,3,1,Yes
259,22,Male,Divorced,Sales,Account Manager,Master's,2025-09-11,0,Non-Travel,13,77270,0,0,3,1,4,No,4,6,No
260,34,Male,Divorced,Customer Support,Support Associate,Bachelor's,2023-03-06,2,Travel_Rarely,4,36249,0,1,4,2,3,Yes,3,2,Yes
261,38,Male,Single,Sales,Account Manager,Master's,2016-12-10,9,Travel_Frequently,1,97413,0,3,3,4,3,No,5,4,No
262,31,Female,Married,Sales,Sales Manager,Master's,2025-10-23,0,Non-Travel,10,55384,0,2,4,3,4,Yes,4,3,No
263,29,Female,Single,Sales,Account Manager,Bachelor's,2020-02-28,5,Travel_Rarely,1,80616,3,0,3,3,4,No,3,1,No
264,29,Female,Single,Customer Support,Support Associate,Bachelor's,2016-10-15,9,Travel_Rarely,10,39666,0,1,3,3,3,No,1,5,No
265,34,Male,Married,Customer Support,Support Team Lead,High School,2014-11-21,11,Non-Travel,8,56248,1,3,3,3,4,No,4,2,No
266,27,Female,Married,Finance,Finance Manager,High School,2021-08-09,4,Travel_Rarely,2,97034,0,2,3,2,4,Yes,4,1,No
267,30,Male,Married,Engineering,Senior Engineer,Bachelor's,2024-09-30,1,Travel_Rarely,3,72183,1,4,2,3,4,Yes,2,2,No
268,21,Male,Single,Marketing,Marketing Associate,Master's,2024-07-23,1,Travel_Rarely,3,36579,1,2,3,4,4,No,4,3,No
269,28,Male,Single,Customer Support,Support Associate,Bachelor's,2024-07-18,1,Non-Travel,1,35124,0,1,2,3,3,No,4,1,Yes
270,36,Male,Single,Customer Support,Support Team Lead,High School,2019-12-14,6,Non-Travel,8,49351,4,1,4,4,3,No,4,5,No
271,28,Male,Married,Marketing,Content Specialist,Bachelor's,2022-06-29,3,Travel_Frequently,29,71070,0,2,4,3,2,No,3,3,No
272,21,Female,Married,Engineering,Software Engineer,Master's,2024-01-25,1,Travel_Rarely,13,56642,0,1,4,3,1,No,2,0,No
273,38,Male,Married,Customer Support,Support Associate,Bachelor's,2013-12-25,12,Non-Travel,1,48832,3,1,2,4,4,No,3,3,No
274,38,Male,Divorced,Human Resources,HR Associate,Bachelor's,2024-03-02,1,Travel_Frequently,1,40334,0,3,2,4,2,No,3,1,No
275,40,Female,Married,Operations,Operations Associate,PhD,2025-02-05,0,Travel_Rarely,2,37636,0,3,3,3,3,Yes,3,2,No
276,26,Male,Single,Sales,Sales Manager,High School,2020-07-30,5,Travel_Rarely,15,75795,1,4,2,4,3,No,4,5,No
277,36,Female,Married,Engineering,Senior Engineer,Bachelor's,2025-03-17,0,Travel_Rarely,6,78371,0,0,4,4,2,No,4,3,No
278,37,Male,Married,Customer Support,Support Team Lead,High School,2025-06-05,0,Travel_Rarely,11,45458,0,1,1,2,4,Yes,4,4,No
279,49,Male,Divorced,Operations,Operations Manager,Bachelor's,2021-11-14,4,Travel_Rarely,2,54081,0,3,2,3,1,No,3,4,No
280,22,Male,Single,Finance,Accountant,Bachelor's,2023-08-23,2,Non-Travel,23,59203,0,4,3,1,2,No,4,2,Yes
281,36,Female,Single,Engineering,Engineering Manager,Bachelor's,2021-04-26,4,Travel_Rarely,11,126086,1,5,4,3,2,No,3,4,No
282,21,Male,Single,Finance,Financial Analyst,Master's,2024-06-15,1,Travel_Rarely,1,44837,1,3,2,4,2,No,5,4,No
283,35,Male,Single,Sales,Sales Manager,Bachelor's,2023-02-09,2,Travel_Rarely,1,57919,1,3,4,3,3,No,1,3,No
284,37,Male,Single,Marketing,Marketing Manager,PhD,2018-03-15,7,Travel_Frequently,44,61733,1,4,2,3,2,No,3,1,No
285,34,Male,Single,Sales,Sales Executive,High School,2017-05-29,8,Travel_Rarely,23,48372,0,2,3,4,4,No,4,2,No
286,40,Male,Single,Human Resources,HR Manager,Master's,2023-01-15,2,Non-Travel,13,52124,0,3,4,3,3,No,4,1,Yes
287,31,Male,Married,Operations,Logistics Coordinator,PhD,2020-06-05,5,Travel_Rarely,4,72750,0,1,3,3,3,No,3,1,No
288,40,Female,Single,Operations,Operations Associate,Master's,2024-04-06,1,Non-Travel,5,33067,1,3,2,3,2,No,3,5,No
289,33,Female,Divorced,Operations,Operations Associate,Bachelor's,2025-01-18,0,Travel_Rarely,1,34967,0,1,4,4,4,Yes,4,2,Yes
290,21,Female,Single,Engineering,Software Engineer,Bachelor's,2024-03-02,1,Non-Travel,32,57463,1,1,3,1,1,No,3,2,Yes
291,30,Female,Single,Sales,Sales Manager,Master's,2025-04-20,0,Non-Travel,17,57093,0,6,4,3,1,No,4,5,No
292,22,Male,Single,Sales,Sales Manager,Bachelor's,2023-11-07,2,Travel_Rarely,11,53954,0,2,3,2,4,No,4,1,No
293,34,Male,Married,Customer Support,Support Associate,Bachelor's,2024-10-14,1,Travel_Rarely,23,34772,1,3,3,3,4,No,3,0,Yes
294,31,Male,Married,Finance,Accountant,Master's,2025-08-01,0,Travel_Rarely,6,58183,0,2,2,4,4,No,2,1,Yes
295,40,Male,Married,Customer Support,Support Team Lead,PhD,2021-11-09,4,Travel_Rarely,3,45162,0,2,3,1,4,No,3,0,Yes
296,40,Male,Married,Human Resources,Recruiter,Bachelor's,2023-04-24,2,Travel_Frequently,1,56771,1,2,3,3,2,Yes,4,2,Yes
297,47,Female,Single,Customer Support,Support Team Lead,Bachelor's,2025-07-02,0,Travel_Rarely,13,43432,0,3,1,4,4,No,4,4,No
298,37,Female,Single,Customer Support,Support Team Lead,Bachelor's,2022-12-05,3,Non-Travel,2,39200,3,2,4,3,3,No,4,0,No
299,40,Female,Single,Customer Support,Support Team Lead,Bachelor's,2025-11-22,0,Non-Travel,4,44279,0,3,4,3,4,Yes,3,3,No
300,25,Male,Single,Finance,Financial Analyst,Master's,2024-03-14,1,Travel_Rarely,7,45981,1,1,4,1,3,No,3,3,No
301,28,Male,Single,Marketing,Content Specialist,Bachelor's,2018-06-14,7,Non-Travel,14,72065,3,3,3,4,3,Yes,5,1,No
302,56,Male,Married,Customer Support,Support Associate,Bachelor's,2023-07-14,2,Non-Travel,7,30577,1,2,3,1,4,No,4,2,No
303,42,Female,Married,Customer Support,Support Associate,Master's,2023-04-13,2,Travel_Rarely,2,37517,2,3,4,4,4,No,3,2,No
304,29,Female,Married,Operations,Operations Associate,Master's,2021-04-05,4,Travel_Rarely,2,36923,2,0,4,4,2,No,2,3,Yes
305,33,Female,Divorced,Engineering,Software Engineer,Master's,2022-05-22,3,Travel_Frequently,1,74004,0,3,3,2,4,No,2,3,No
306,41,Male,Married,Finance,Financial Analyst,Master's,2021-08-30,4,Travel_Rarely,2,54824,0,4,3,4,4,No,5,2,No
307,47,Female,Single,Sales,Account Manager,Bachelor's,2023-01-30,2,Travel_Rarely,1,75674,2,3,3,3,3,Yes,5,3,No
308,30,Male,Single,Customer Support,Support Associate,Bachelor's,2025-10-17,0,Non-Travel,24,32336,0,2,3,4,2,Yes,3,3,Yes
309,39,Female,Married,Finance,Finance Manager,Bachelor's,2025-12-05,0,Non-Travel,13,75010,0,3,1,4,2,No,4,5,Yes
310,34,Female,Married,Marketing,Content Specialist,Bachelor's,2021-11-06,4,Travel_Rarely,8,71663,4,2,3,3,4,No,5,3,No
311,44,Female,Single,Engineering,Senior Engineer,Master's,2025-04-17,0,Non-Travel,15,92667,0,1,2,4,3,No,3,2,No
312,34,Male,Married,Engineering,QA Engineer,Bachelor's,2025-05-22,0,Travel_Rarely,8,100682,0,6,3,3,3,Yes,4,0,No
313,46,Male,Married,Marketing,Content Specialist,Bachelor's,2024-06-10,1,Non-Travel,9,70950,1,2,4,2,3,Yes,4,1,No
314,45,Male,Single,Operations,Logistics Coordinator,Bachelor's,2025-10-14,0,Travel_Rarely,1,57976,0,3,3,3,4,Yes,3,1,No
315,41,Male,Single,Human Resources,HR Manager,Bachelor's,2025-06-09,0,Non-Travel,5,47725,0,4,3,2,4,No,3,2,No
316,44,Male,Single,Operations,Operations Manager,High School,2020-12-18,5,Travel_Rarely,1,53064,2,1,1,4,2,No,4,2,No
317,29,Female,Single,Marketing,Content Specialist,Master's,2023-12-05,2,Travel_Rarely,8,66879,0,1,4,4,4,No,3,1,No
318,39,Male,Single,Operations,Logistics Coordinator,Master's,2018-07-16,7,Non-Travel,5,70193,0,0,3,4,4,No,3,2,No
319,40,Male,Married,Finance,Accountant,Bachelor's,2022-10-04,3,Travel_Rarely,14,62239,0,1,3,4,3,No,5,2,No
320,41,Male,Married,Engineering,Software Engineer,High School,2015-04-29,10,Non-Travel,8,82718,4,2,3,4,2,No,3,1,No
321,43,Female,Married,Customer Support,Support Associate,Bachelor's,2024-10-23,1,Non-Travel,1,32026,1,0,2,4,3,No,5,1,No
322,48,Male,Single,Human Resources,Recruiter,High School,2023-10-19,2,Travel_Frequently,9,62037,0,1,3,3,2,No,3,1,No
323,28,Male,Single,Engineering,Software Engineer,Bachelor's,2025-03-26,0,Travel_Rarely,10,54849,0,4,3,4,3,No,3,2,No
324,29,Male,Married,Sales,Sales Executive,Bachelor's,2016-10-20,9,Travel_Rarely,35,52157,3,1,3,4,4,No,3,3,No
325,44,Male,Single,Engineering,Engineering Manager,Master's,2007-10-10,18,Non-Travel,1,212705,5,3,4,3,4,Yes,3,3,Yes
326,44,Male,Married,Operations,Operations Manager,Bachelor's,2025-06-29,0,Travel_Rarely,1,47060,0,2,4,2,3,No,3,1,No
327,46,Female,Divorced,Customer Support,Support Associate,Master's,2025-02-25,0,Non-Travel,1,34738,0,0,4,2,1,Yes,3,2,Yes
328,24,Male,Married,Sales,Sales Manager,Bachelor's,2024-05-29,1,Non-Travel,6,59112,1,2,1,3,2,Yes,4,0,No
329,36,Female,Single,Engineering,Engineering Manager,Master's,2010-03-11,15,Non-Travel,3,181176,0,4,3,3,3,Yes,3,2,No
330,23,Female,Single,Customer Support,Support Associate,High School,2022-03-16,3,Travel_Rarely,12,32911,0,1,2,2,3,Yes,3,2,Yes
331,46,Male,Divorced,Marketing,Marketing Associate,High School,2024-02-03,1,Travel_Rarely,1,41752,0,1,2,2,1,No,4,1,No
332,39,Male,Married,Customer Support,Support Team Lead,Bachelor's,2021-10-02,4,Travel_Rarely,25,45718,0,2,2,3,4,No,4,6,Yes
333,25,Male,Single,Sales,Account Manager,Master's,2021-10-22,4,Travel_Rarely,9,78785,1,1,2,3,2,No,3,1,No
334,21,Male,Single,Sales,Sales Executive,Master's,2025-04-30,0,Travel_Rarely,16,39545,0,5,4,3,3,No,4,1,No
335,28,Female,Married,Human Resources,HR Manager,Bachelor's,2023-03-23,2,Non-Travel,2,50690,1,1,3,3,1,No,3,3,No
336,42,Female,Single,Finance,Financial Analyst,Master's,2023-07-17,2,Travel_Rarely,15,44166,0,4,4,4,3,Yes,4,3,No
337,33,Male,Single,Finance,Finance Manager,Bachelor's,2023-05-20,2,Non-Travel,1,68461,2,1,3,3,4,Yes,4,1,No
338,48,Female,Divorced,Sales,Sales Executive,Bachelor's,2025-10-06,0,Travel_Frequently,2,38700,0,2,2,2,3,Yes,4,1,No
339,32,Female,Married,Marketing,Content Specialist,Master's,2025-12-09,0,Non-Travel,5,51196,0,1,4,2,3,No,3,3,No
340,21,Female,Married,Engineering,Senior Engineer,High School,2024-09-01,1,Travel_Frequently,2,85311,1,2,4,4,3,No,3,1,No
341,36,Female,Single,Customer Support,Support Team Lead,Master's,2024-08-06,1,Travel_Rarely,12,51194,1,1,4,3,4,No,4,3,No
342,43,Female,Single,Sales,Account Manager,Bachelor's,2013-01-04,12,Travel_Rarely,1,111957,3,2,4,3,3,No,4,2,No
343,26,Male,Single,Engineering,Senior Engineer,Bachelor's,2021-06-04,4,Non-Travel,1,82623,3,1,4,3,3,Yes,4,2,Yes
344,21,Female,Married,Customer Support,Support Team Lead,Bachelor's,2024-04-11,1,Non-Travel,5,43074,0,3,4,4,3,No,2,6,No
345,25,Female,Married,Customer Support,Support Team Lead,Master's,2025-08-27,0,Travel_Frequently,5,45100,0,2,3,3,3,No,3,5,No
346,33,Female,Divorced,Customer Support,Support Team Lead,Bachelor's,2025-08-11,0,Non-Travel,18,42433,0,0,2,3,3,Yes,3,2,No
347,30,Female,Single,Operations,Operations Associate,Bachelor's,2022-03-03,3,Non-Travel,1,38711,1,2,3,3,4,No,3,4,No
348,21,Female,Married,Customer Support,Support Team Lead,Bachelor's,2025-09-23,0,Travel_Rarely,17,43054,0,3,4,2,3,No,4,1,No
349,36,Male,Single,Engineering,Software Engineer,PhD,2023-04-02,2,Non-Travel,1,60903,1,2,1,3,3,Yes,2,1,Yes
350,37,Male,Single,Sales,Account Manager,Bachelor's,2024-10-27,1,Travel_Rarely,1,72281,1,1,4,2,3,Yes,3,2,No
351,31,Female,Single,Sales,Sales Manager,Bachelor's,2020-01-06,5,Travel_Rarely,4,61800,0,0,2,2,3,No,3,2,No
352,30,Male,Married,Sales,Sales Executive,High School,2020-05-15,5,Travel_Rarely,2,48451,0,2,1,3,2,Yes,4,2,No
353,42,Female,Single,Engineering,Engineering Manager,Bachelor's,2024-06-18,1,Travel_Rarely,1,111117,1,2,4,4,3,Yes,3,0,No
354,23,Male,Divorced,Marketing,Marketing Manager,High School,2022-01-26,3,Travel_Rarely,41,65058,0,1,4,4,4,No,4,1,No
355,37,Male,Married,Marketing,Content Specialist,Bachelor's,2025-02-05,0,Travel_Frequently,1,59490,0,5,1,1,3,No,3,1,No
356,40,Male,Single,Customer Support,Support Team Lead,Bachelor's,2022-10-08,3,Travel_Rarely,1,49823,3,1,2,3,2,Yes,4,0,No
357,32,Female,Married,Sales,Sales Executive,Master's,2022-05-08,3,Travel_Rarely,10,49288,0,3,3,4,2,Yes,3,1,No
358,45,Female,Single,Operations,Operations Associate,Bachelor's,2018-12-12,7,Travel_Rarely,34,36824,1,1,4,4,1,No,3,2,No
359,49,Male,Married,Marketing,Marketing Associate,Bachelor's,2022-05-01,3,Travel_Rarely,7,44308,1,1,3,3,4,No,3,4,No
360,38,Female,Married,Customer Support,Support Associate,Bachelor's,2024-07-07,1,Non-Travel,24,31517,1,0,1,2,4,No,3,2,Yes
361,50,Female,Single,Finance,Accountant,Bachelor's,2016-06-29,9,Travel_Rarely,12,76165,0,1,4,3,4,No,2,0,No
362,27,Female,Single,Sales,Sales Manager,Master's,2020-05-01,5,Non-Travel,3,62322,1,4,1,3,3,No,4,1,Yes
363,38,Male,Married,Operations,Operations Associate,Bachelor's,2020-01-08,5,Non-Travel,1,42460,4,3,3,4,4,No,3,2,No
364,43,Female,Single,Engineering,Software Engineer,Bachelor's,2019-05-05,6,Travel_Rarely,9,78613,0,0,4,3,3,No,3,1,No
365,31,Female,Single,Sales,Sales Executive,Bachelor's,2024-10-01,1,Travel_Rarely,6,32232,1,2,3,3,4,No,4,4,No
366,36,Male,Single,Engineering,Engineering Manager,Master's,2022-08-02,3,Travel_Frequently,6,129517,0,2,1,4,4,Yes,4,3,Yes
367,40,Male,Married,Engineering,Engineering Manager,Bachelor's,2021-04-02,4,Non-Travel,6,136561,0,0,2,3,1,No,4,4,No
368,30,Male,Married,Customer Support,Support Team Lead,PhD,2020-10-25,5,Travel_Rarely,6,51021,0,2,3,3,4,Yes,4,2,No
369,40,Female,Single,Operations,Logistics Coordinator,Bachelor's,2014-01-13,11,Travel_Rarely,2,82704,3,2,2,4,3,No,3,2,No
370,31,Male,Married,Sales,Account Manager,Bachelor's,2025-04-01,0,Travel_Rarely,9,73849,0,3,2,3,1,No,3,2,Yes
371,26,Male,Married,Sales,Sales Executive,Bachelor's,2020-04-18,5,Travel_Rarely,6,44698,5,1,3,4,2,Yes,4,5,No
372,37,Male,Married,Finance,Financial Analyst,Bachelor's,2022-11-20,3,Travel_Frequently,5,42475,2,1,3,1,1,No,3,1,Yes
373,28,Male,Married,Finance,Accountant,Master's,2024-08-27,1,Travel_Frequently,7,63342,1,3,3,3,4,No,2,4,No
374,32,Male,Married,Sales,Sales Executive,Bachelor's,2025-01-15,0,Travel_Rarely,9,39763,0,1,3,4,3,No,3,2,No
375,31,Male,Single,Human Resources,HR Associate,Master's,2018-03-11,7,Non-Travel,2,45926,1,5,1,4,1,Yes,4,2,No
376,43,Male,Divorced,Operations,Logistics Coordinator,Master's,2021-05-05,4,Non-Travel,10,65628,1,0,3,2,3,No,3,1,No
377,36,Male,Single,Sales,Sales Manager,Bachelor's,2025-11-14,0,Travel_Rarely,2,51750,0,4,3,4,4,Yes,4,3,No
378,42,Male,Single,Engineering,Software Engineer,Master's,2021-04-25,4,Non-Travel,2,65141,0,3,3,3,2,Yes,4,1,No
379,35,Male,Divorced,Marketing,Content Specialist,Master's,2023-08-24,2,Travel_Frequently,19,65650,1,2,4,2,4,No,5,2,No
380,28,Male,Single,Finance,Finance Manager,High School,2025-05-09,0,Travel_Rarely,1,67424,0,3,4,2,3,No,3,3,No
381,30,Male,Married,Engineering,Software Engineer,Master's,2019-10-11,6,Travel_Rarely,3,67747,2,2,3,4,1,No,5,0,No
382,38,Female,Married,Engineering,QA Engineer,High School,2022-10-17,3,Non-Travel,3,107233,0,0,2,1,3,No,2,5,No
383,21,Male,Divorced,Human Resources,HR Associate,Bachelor's,2024-10-03,1,Travel_Rarely,13,37846,1,0,1,1,3,No,4,1,No
384,26,Female,Single,Sales,Sales Executive,Bachelor's,2025-02-22,0,Travel_Rarely,12,36525,0,2,3,3,3,Yes,3,0,No
385,21,Male,Married,Sales,Sales Manager,Bachelor's,2024-11-12,1,Travel_Rarely,4,55466,1,4,4,3,2,No,5,3,No
386,42,Female,Married,Engineering,Software Engineer,Master's,2014-06-12,11,Non-Travel,8,84117,0,3,3,3,4,No,4,5,No
387,39,Male,Married,Operations,Logistics Coordinator,Master's,2019-01-29,6,Travel_Rarely,4,64819,0,3,3,1,4,Yes,5,2,No
388,27,Male,Single,Finance,Accountant,High School,2022-11-24,3,Non-Travel,1,76341,3,5,2,3,3,Yes,3,0,No
389,41,Female,Single,Sales,Sales Executive,Bachelor's,2023-11-14,2,Travel_Rarely,6,45823,1,0,3,2,4,No,4,3,No
390,29,Female,Married,Customer Support,Support Associate,Bachelor's,2021-01-31,4,Travel_Rarely,21,38001,0,3,1,1,3,No,1,4,Yes
391,38,Male,Married,Finance,Finance Manager,Master's,2024-02-24,1,Travel_Rarely,2,72567,0,1,4,1,3,Yes,2,2,Yes
392,45,Female,Single,Customer Support,Support Team Lead,Bachelor's,2023-01-02,3,Non-Travel,11,47750,0,1,2,3,1,Yes,4,0,Yes
393,40,Male,Married,Engineering,Software Engineer,Bachelor's,2023-04-18,2,Travel_Frequently,5,71231,2,4,1,2,4,No,5,0,No
394,30,Male,Single,Sales,Account Manager,Master's,2019-07-13,6,Travel_Rarely,15,92470,1,2,3,4,3,Yes,3,1,No
395,40,Female,Single,Customer Support,Support Associate,Bachelor's,2024-05-16,1,Travel_Rarely,2,36435,0,1,1,3,4,No,3,3,No
396,36,Female,Married,Sales,Account Manager,Master's,2025-02-02,0,Travel_Rarely,27,60212,0,3,3,4,3,No,5,3,Yes
397,39,Male,Single,Finance,Accountant,Master's,2025-04-04,0,Travel_Rarely,1,58135,0,2,3,3,4,No,3,6,Yes
398,38,Male,Divorced,Finance,Financial Analyst,High School,2024-02-02,1,Travel_Rarely,6,45265,0,2,3,4,4,No,4,2,No
399,36,Male,Divorced,Human Resources,HR Manager,Master's,2025-10-19,0,Travel_Rarely,14,45492,0,2,3,2,3,No,3,3,Yes
400,43,Female,Single,Marketing,Marketing Associate,Master's,2023-12-05,2,Travel_Rarely,4,43166,2,2,4,3,4,No,2,4,No
