EmployeeID,Department,JobRole,MonthlyIncome,AttritionRiskScore,RiskCategory
811,Operations,Logistics Coordinator,66371,0.3654314878488492,Medium
121,Finance,Finance Manager,77686,0.36508929916304783,Medium
653,Customer Support,Support Team Lead,45208,0.36457700852898356,Medium
1097,Finance,Financial Analyst,52083,0.36453252943143805,Medium
528,Sales,Sales Manager,60778,0.3642812296475473,Medium
298,Customer Support,Support Team Lead,39200,0.36372813836060286,Medium
428,Customer Support,Support Team Lead,39694,0.3635223800421889,Medium
702,Sales,Sales Manager,74312,0.36333241944872596,Medium
1476,Engineering,Engineering Manager,119070,0.3631155206626451,Medium
1243,Sales,Sales Executive,49139,0.3625208756407504,Medium
27,Sales,Sales Manager,57088,0.362514957835714,Medium
954,Sales,Sales Executive,38337,0.36250358155262247,Medium
1172,Human Resources,HR Manager,50724,0.36244232434326235,Medium
697,Operations,Operations Associate,40193,0.3623764624918009,Medium
1491,Engineering,Software Engineer,54998,0.3620854015221568,Medium
22,Sales,Account Manager,68173,0.3609367120928407,Medium
931,Operations,Operations Associate,35891,0.3607377140922086,Medium
533,Operations,Operations Associate,36928,0.36048390571454875,Medium
344,Customer Support,Support Team Lead,43074,0.36031141115571536,Medium
689,Engineering,Engineering Manager,124726,0.35975138442581106,Medium
761,Operations,Operations Manager,44745,0.35937512032334085,Medium
859,Sales,Sales Manager,54781,0.3591728177487645,Medium
437,Finance,Finance Manager,82014,0.3589137349307832,Medium
521,Engineering,Senior Engineer,76978,0.35890819754763875,Medium
1336,Customer Support,Support Associate,26449,0.3588438687526769,Medium
341,Customer Support,Support Team Lead,51194,0.3587379925775607,Medium
1469,Finance,Financial Analyst,48000,0.3584889387325292,Medium
1263,Human Resources,Recruiter,62451,0.3584540993242302,Medium
250,Sales,Account Manager,80132,0.3584133298762474,Medium
1080,Customer Support,Support Associate,35059,0.3582895646924454,Medium
750,Customer Support,Support Team Lead,41081,0.3582556444550601,Medium
1116,Marketing,Marketing Manager,48819,0.3580904603644017,Medium
839,Finance,Finance Manager,71073,0.3579979208274678,Medium
983,Operations,Logistics Coordinator,56350,0.35786120722915543,Medium
20,Sales,Sales Executive,37754,0.3573154339949559,Medium
638,Sales,Sales Executive,45585,0.35730322419069493,Medium
346,Customer Support,Support Team Lead,42433,0.3570800269198838,Medium
1184,Human Resources,HR Associate,39264,0.3565080333445846,Medium
1281,Sales,Sales Manager,56154,0.3561356870685237,Medium
820,Engineering,QA Engineer,96061,0.3561042135170098,Medium
671,Sales,Sales Executive,49203,0.35607411013175244,Medium
102,Human Resources,HR Associate,38588,0.3560688094722393,Medium
1143,Sales,Sales Executive,41077,0.35578701634021537,Medium
731,Finance,Financial Analyst,46839,0.3552361324426539,Medium
848,Sales,Sales Executive,47023,0.35522776893340297,Medium
603,Engineering,QA Engineer,100971,0.3552014789727677,Medium
16,Marketing,Content Specialist,58430,0.35514897886416696,Medium
192,Engineering,Senior Engineer,90212,0.354976230891584,Medium
947,Engineering,Engineering Manager,96369,0.3549306712976865,Medium
69,Operations,Operations Associate,32109,0.3548915784704084,Medium
834,Sales,Sales Executive,41079,0.3544408905075285,Medium
484,Engineering,Engineering Manager,154876,0.3544364121748298,Medium
1324,Engineering,Software Engineer,69513,0.35434344521306094,Medium
934,Human Resources,HR Associate,34847,0.35402752360039647,Medium
498,Engineering,QA Engineer,109300,0.35390460054106393,Medium
1384,Operations,Operations Associate,32636,0.353900677769656,Medium
585,Engineering,Senior Engineer,84969,0.35386548493336945,Medium
1051,Customer Support,Support Associate,33384,0.353665494485784,Medium
1046,Customer Support,Support Team Lead,44920,0.3535731020306096,Medium
1347,Operations,Operations Manager,43373,0.35341619068975677,Medium
929,Sales,Account Manager,73251,0.35321161352554814,Medium
932,Engineering,QA Engineer,107166,0.352772793991113,Medium
1209,Marketing,Marketing Manager,59078,0.35247851706107236,Medium
855,Sales,Sales Manager,74639,0.3524558306469637,Medium
925,Engineering,Engineering Manager,122187,0.3521535450008265,Medium
736,Finance,Accountant,62650,0.3520927837601697,Medium
1364,Sales,Sales Executive,40982,0.3517146843978915,Medium
414,Customer Support,Support Associate,35003,0.3516869045825343,Medium
1205,Operations,Logistics Coordinator,59373,0.35165542571651137,Medium
1171,Sales,Sales Executive,41780,0.3513922774003393,Medium
1317,Sales,Account Manager,65835,0.35108930619338696,Medium
450,Human Resources,HR Manager,48742,0.3509720696066214,Medium
24,Operations,Operations Associate,34496,0.350641512545654,Medium
791,Operations,Operations Manager,39909,0.3500974843481239,Medium
812,Engineering,Senior Engineer,67416,0.3497220426152525,Medium
1343,Operations,Logistics Coordinator,57162,0.34932167252014523,Medium
900,Customer Support,Support Associate,38092,0.34932032106970473,Medium
760,Operations,Operations Associate,41286,0.34872092582494973,Medium
1295,Engineering,Engineering Manager,143830,0.3480575420586147,Medium
282,Finance,Financial Analyst,44837,0.34798784960663504,Medium
531,Human Resources,HR Manager,53279,0.3479859633793213,Medium
58,Customer Support,Support Associate,29459,0.34791269926299506,Medium
1485,Marketing,Content Specialist,56807,0.3476789591443978,Medium
524,Finance,Financial Analyst,38665,0.3476412620063555,Medium
283,Sales,Sales Manager,57919,0.3474416475147302,Medium
999,Operations,Logistics Coordinator,63202,0.34742516166731596,Medium
927,Operations,Logistics Coordinator,58760,0.34726543802837995,Medium
1044,Sales,Sales Executive,46775,0.3470594324591515,Medium
274,Human Resources,HR Associate,40334,0.34674226172562184,Medium
655,Human Resources,HR Associate,32920,0.34656622556349226,Medium
317,Marketing,Content Specialist,66879,0.3463768241296271,Medium
1197,Sales,Account Manager,73851,0.3463641644583213,Medium
420,Operations,Operations Associate,31950,0.3462862127630945,Medium
1388,Sales,Account Manager,77571,0.345862330687337,Medium
1094,Customer Support,Support Team Lead,39342,0.34583623292948545,Medium
985,Human Resources,HR Manager,46886,0.34559578607630814,Medium
1267,Operations,Operations Manager,47390,0.34554630996372204,Medium
389,Sales,Sales Executive,45823,0.345405257658973,Medium
1273,Customer Support,Support Associate,38511,0.34499924910892155,Medium
907,Marketing,Content Specialist,60154,0.344554914101758,Medium
844,Customer Support,Support Team Lead,37582,0.34440062175037456,Medium
18,Sales,Sales Executive,50887,0.3443433300156411,Medium
120,Sales,Account Manager,74871,0.3442065195269094,Medium
238,Customer Support,Support Associate,29447,0.3438348056267397,Medium
949,Engineering,Software Engineer,62324,0.34365135823273973,Medium
856,Human Resources,Recruiter,60816,0.3436071071868486,Medium
466,Operations,Operations Manager,52692,0.34329872474249595,Medium
276,Sales,Sales Manager,75795,0.34316750454525424,Medium
587,Marketing,Marketing Associate,37594,0.3431607969784899,Medium
784,Engineering,QA Engineer,102419,0.3429261892071469,Medium
1215,Customer Support,Support Team Lead,54706,0.34283475965301763,Medium
708,Engineering,Software Engineer,66090,0.3427691287312977,Medium
109,Finance,Finance Manager,84131,0.3426797351273012,Medium
1497,Engineering,Engineering Manager,145081,0.34253917803006795,Medium
742,Sales,Account Manager,66672,0.34243753448958913,Medium
180,Customer Support,Support Associate,35250,0.3420644185187078,Medium
382,Engineering,QA Engineer,107233,0.3413028608703331,Medium
862,Customer Support,Support Team Lead,51186,0.34128074301248995,Medium
557,Customer Support,Support Associate,33677,0.340962249826636,Medium
1305,Sales,Sales Executive,45195,0.3408826308050787,Medium
23,Customer Support,Support Team Lead,56796,0.34059606970461137,Medium
970,Human Resources,Recruiter,64802,0.34041158012481915,Medium
596,Engineering,QA Engineer,102937,0.3403977987720712,Medium
1262,Customer Support,Support Team Lead,43565,0.34005648736666183,Medium
1443,Operations,Logistics Coordinator,53617,0.33991887870377807,Medium
1493,Sales,Sales Executive,41007,0.33990091796967653,Medium
1373,Operations,Logistics Coordinator,65151,0.33989645777780514,Medium
380,Finance,Finance Manager,67424,0.3397507005333418,Medium
367,Engineering,Engineering Manager,136561,0.3395088814464262,Medium
941,Marketing,Marketing Associate,37805,0.33949943801433674,Medium
1420,Sales,Sales Manager,60305,0.3391720787785385,Medium
1233,Human Resources,HR Associate,37284,0.33905287414771584,Medium
980,Customer Support,Support Associate,29877,0.33904952389188947,Medium
544,Human Resources,HR Manager,40088,0.3389998335782586,Medium
673,Operations,Logistics Coordinator,54560,0.3386663320478124,Medium
197,Customer Support,Support Associate,34533,0.33814973249143765,Medium
532,Sales,Account Manager,66866,0.3380466864364807,Medium
230,Customer Support,Support Associate,34751,0.33802804626645794,Medium
11,Customer Support,Support Associate,31794,0.33792923724612095,Medium
957,Sales,Sales Executive,51810,0.3374883773280114,Medium
535,Engineering,Software Engineer,67487,0.337438767286764,Medium
1326,Engineering,QA Engineer,117793,0.337307566861152,Medium
385,Sales,Sales Manager,55466,0.3371344161387612,Medium
334,Sales,Sales Executive,39545,0.3369471937167962,Medium
661,Human Resources,Recruiter,65367,0.3367701719879364,Medium
253,Finance,Accountant,71809,0.336370823440221,Medium
560,Operations,Operations Manager,47874,0.3362169575750035,Medium
620,Marketing,Marketing Manager,65275,0.3361314292393348,Medium
1156,Finance,Finance Manager,79412,0.33577501552206085,Medium
1257,Sales,Sales Executive,42931,0.335772890696536,Medium
1161,Sales,Sales Executive,43959,0.3356509368104461,Medium
575,Sales,Sales Manager,54179,0.3355572963284593,Medium
113,Operations,Logistics Coordinator,72658,0.3352658367578713,Medium
1026,Operations,Operations Manager,61098,0.3352259310361287,Medium
59,Customer Support,Support Associate,32862,0.33493631569892224,Medium
735,Marketing,Content Specialist,71089,0.3348747580097318,Medium
182,Engineering,Software Engineer,57550,0.3348510995721538,Medium
1225,Sales,Sales Executive,46701,0.33474912758057673,Medium
501,Marketing,Content Specialist,65656,0.33457801079681143,Medium
846,Marketing,Marketing Associate,42517,0.3344650063878349,Medium
468,Operations,Operations Manager,51778,0.3338870828781492,Medium
657,Engineering,Engineering Manager,133895,0.33349283649060235,Medium
621,Operations,Logistics Coordinator,48392,0.33325347641526964,Medium
1481,Marketing,Marketing Associate,41481,0.3329826226132625,Medium
592,Sales,Sales Executive,40404,0.3328463627378247,Medium
288,Operations,Operations Associate,33067,0.33275150422027316,Medium
117,Human Resources,Recruiter,58726,0.33245759633317884,Medium
1105,Customer Support,Support Team Lead,38921,0.33237322658372104,Medium
1025,Engineering,Engineering Manager,138385,0.33219612498879875,Medium
315,Human Resources,HR Manager,47725,0.33202450817457874,Medium
400,Marketing,Marketing Associate,43166,0.33166605586735787,Medium
635,Engineering,Software Engineer,66139,0.3315503206577556,Medium
1423,Engineering,QA Engineer,84988,0.3312375793090042,Medium
1235,Engineering,Engineering Manager,125964,0.33090447356490105,Medium
1121,Operations,Operations Associate,36347,0.3305827562044646,Medium
93,Sales,Account Manager,77995,0.3302242764284989,Medium
546,Engineering,QA Engineer,117069,0.3300386078805485,Medium
644,Human Resources,HR Manager,44632,0.3298532075842694,Medium
1,Engineering,Software Engineer,62116,0.32967346956844173,Medium
469,Operations,Logistics Coordinator,64945,0.3296234733705958,Medium
1193,Customer Support,Support Associate,32538,0.3287157576700163,Medium
622,Finance,Financial Analyst,40808,0.3286370280066968,Medium
1290,Sales,Sales Executive,51912,0.32857289155993574,Medium
527,Operations,Logistics Coordinator,55965,0.3285055523544715,Medium
1403,Customer Support,Support Team Lead,44870,0.3282391957597482,Medium
1033,Customer Support,Support Associate,34640,0.3280639754385383,Medium
968,Customer Support,Support Associate,30876,0.3280251142460649,Medium
892,Customer Support,Support Associate,27777,0.32782964623790845,Medium
1223,Operations,Operations Manager,52138,0.3273886264099575,Medium
774,Human Resources,HR Manager,42853,0.32732446148224986,Medium
115,Operations,Operations Manager,45117,0.3272194353271058,Medium
95,Sales,Sales Executive,49102,0.3272184215553358,Medium
106,Marketing,Content Specialist,65778,0.3268977672946736,Medium
78,Sales,Account Manager,101471,0.32668908837279403,Medium
1214,Customer Support,Support Associate,27092,0.326283916994772,Medium
733,Finance,Finance Manager,82282,0.32621959590832256,Medium
1165,Engineering,Software Engineer,71039,0.3260877320413259,Medium
1266,Sales,Sales Executive,37465,0.32579606098869185,Medium
245,Operations,Operations Manager,58303,0.3257675203048231,Medium
1316,Sales,Account Manager,65443,0.3254500635526544,Medium
960,Marketing,Content Specialist,64955,0.32526674984863413,Medium
1226,Sales,Sales Manager,59082,0.3248943867326733,Medium
505,Engineering,Software Engineer,55897,0.32483882965757155,Medium
1271,Engineering,Engineering Manager,123129,0.32468150150941727,Medium
1258,Sales,Account Manager,69790,0.3246805170024692,Medium
675,Customer Support,Support Team Lead,43147,0.32448689736988495,Medium
695,Engineering,QA Engineer,106179,0.3243229842563671,Medium
876,Sales,Sales Manager,65101,0.32428477584318044,Medium
1270,Sales,Account Manager,75012,0.3238295354371989,Medium
967,Engineering,Senior Engineer,99404,0.32314861052645666,Medium
946,Customer Support,Support Associate,36082,0.32312164411413286,Medium
1477,Operations,Operations Manager,45525,0.3231158152635127,Medium
830,Human Resources,HR Manager,70860,0.3228111951922935,Medium
847,Customer Support,Support Team Lead,40937,0.3227309268408271,Medium
1383,Operations,Logistics Coordinator,62838,0.32254479699910676,Medium
1111,Finance,Finance Manager,72474,0.32248850066760154,Medium
7,Engineering,Senior Engineer,81925,0.32222182884141226,Medium
1062,Customer Support,Support Associate,28096,0.3221617390606907,Medium
955,Finance,Finance Manager,75081,0.3220459706940593,Medium
387,Operations,Logistics Coordinator,64819,0.321892928426035,Medium
584,Customer Support,Support Associate,40222,0.32150128793115446,Medium
1006,Sales,Account Manager,63740,0.3213290861734729,Medium
1499,Marketing,Marketing Associate,35572,0.3211548372621694,Medium
826,Operations,Logistics Coordinator,64532,0.3209705603285285,Medium
481,Sales,Sales Manager,78281,0.3205600418673832,Medium
31,Marketing,Marketing Associate,44765,0.3202231312438456,Medium
1160,Operations,Logistics Coordinator,58531,0.32003373189196666,Medium
313,Marketing,Content Specialist,70950,0.31972656324978144,Medium
1140,Engineering,Engineering Manager,157152,0.31965189152849793,Medium
1357,Engineering,Senior Engineer,80229,0.3196491720023998,Medium
1490,Engineering,Senior Engineer,76916,0.3196425112937814,Medium
608,Customer Support,Support Team Lead,48492,0.3194532687089231,Medium
614,Operations,Logistics Coordinator,56898,0.31931318291693733,Medium
1199,Sales,Sales Manager,50468,0.3191277940241204,Medium
1015,Engineering,Engineering Manager,136233,0.3190558064397752,Medium
431,Marketing,Marketing Manager,65586,0.31903281315000914,Medium
455,Engineering,QA Engineer,96152,0.319027095115717,Medium
394,Sales,Account Manager,92470,0.31871078764621164,Medium
1279,Marketing,Content Specialist,65871,0.31848240733822036,Medium
778,Sales,Account Manager,96549,0.31837443661381604,Medium
1362,Operations,Operations Manager,44159,0.3180502881640342,Medium
1052,Finance,Finance Manager,78275,0.31785931352707997,Medium
1458,Marketing,Marketing Associate,43255,0.31777277105952567,Medium
993,Operations,Operations Associate,37057,0.3174334570680718,Medium
196,Sales,Account Manager,73406,0.31738520802681686,Medium
989,Engineering,Senior Engineer,87721,0.3172130376169476,Medium
1421,Customer Support,Support Team Lead,46546,0.3170503096988229,Medium
1060,Operations,Operations Associate,45369,0.3170044105668743,Medium
572,Finance,Finance Manager,79010,0.31698698270322667,Medium
963,Engineering,Senior Engineer,83509,0.3168454630198019,Medium
1220,Sales,Account Manager,68858,0.3167370300138534,Medium
879,Finance,Finance Manager,72903,0.31665371772405415,Medium
860,Customer Support,Support Associate,31974,0.3159148559277286,Medium
474,Customer Support,Support Team Lead,51334,0.31547815803522267,Medium
1087,Operations,Operations Manager,49384,0.3153587349964433,Medium
726,Customer Support,Support Team Lead,44090,0.3153066152183755,Medium
905,Engineering,Senior Engineer,77620,0.3152975380093663,Medium
898,Engineering,Senior Engineer,90017,0.3151416909669131,Medium
1119,Finance,Accountant,71631,0.3150066931676609,Medium
804,Operations,Logistics Coordinator,55847,0.31489167776595334,Medium
1031,Sales,Sales Executive,39044,0.31482976787243955,Medium
790,Marketing,Marketing Associate,38407,0.31480100809813727,Medium
235,Operations,Operations Associate,36763,0.314662996964596,Medium
1234,Customer Support,Support Associate,29577,0.3144082610098267,Medium
938,Engineering,Software Engineer,79348,0.3142313698848601,Medium
185,Operations,Logistics Coordinator,60941,0.3140269075834746,Medium
1291,Marketing,Marketing Associate,44586,0.3138806194060678,Medium
198,Customer Support,Support Associate,34636,0.3137254672712187,Medium
978,Sales,Sales Executive,34810,0.31355311642698225,Medium
303,Customer Support,Support Associate,37517,0.31274088968016966,Medium
1238,Engineering,Senior Engineer,100092,0.31254794236113737,Medium
926,Engineering,Senior Engineer,79758,0.31253358461067765,Medium
442,Sales,Sales Manager,73842,0.31252823921005823,Medium
381,Engineering,Software Engineer,67747,0.31248315388525216,Medium
680,Sales,Account Manager,70773,0.3124130867664095,Medium
700,Sales,Sales Manager,56673,0.3124126615289429,Medium
595,Engineering,Engineering Manager,111525,0.3120774455260037,Medium
1242,Customer Support,Support Associate,37550,0.3116408501978192,Medium
598,Customer Support,Support Associate,39768,0.31164042811868997,Medium
140,Human Resources,HR Associate,39703,0.3114587243574187,Medium
1438,Human Resources,Recruiter,77426,0.3114019764557784,Medium
281,Engineering,Engineering Manager,126086,0.31032952264572616,Medium
732,Finance,Financial Analyst,49920,0.3100561162516647,Medium
1167,Customer Support,Support Associate,27504,0.30985896777438104,Medium
565,Operations,Operations Manager,45752,0.30949453510375086,Medium
103,Operations,Operations Manager,52152,0.309450660222292,Medium
270,Customer Support,Support Team Lead,49351,0.30942552703274945,Medium
1418,Customer Support,Support Team Lead,33125,0.3092036603663516,Medium
992,Customer Support,Support Associate,35995,0.30857467410533834,Medium
564,Sales,Sales Manager,75315,0.3085665556125306,Medium
937,Operations,Operations Associate,38060,0.3083927720614999,Medium
854,Operations,Operations Associate,39384,0.308248997230282,Medium
1126,Finance,Financial Analyst,54105,0.30823090728560976,Medium
311,Engineering,Senior Engineer,92667,0.308168578016632,Medium
712,Engineering,Engineering Manager,133214,0.30752529618029567,Medium
551,Sales,Sales Executive,43161,0.30740219697877214,Medium
365,Sales,Sales Executive,32232,0.30666693119728233,Medium
401,Engineering,Engineering Manager,121975,0.30585842580901323,Medium
571,Operations,Operations Associate,64216,0.3058337400204697,Medium
467,Human Resources,HR Associate,30001,0.30558727991299167,Medium
28,Sales,Sales Manager,65680,0.3054330224211626,Medium
1328,Sales,Account Manager,66831,0.3054083651251722,Medium
259,Sales,Account Manager,77270,0.3049165510523272,Medium
138,Sales,Sales Executive,33222,0.3045466142963465,Medium
402,Operations,Operations Associate,36874,0.3044677487868936,Medium
891,Engineering,Engineering Manager,138539,0.3039944989658224,Medium
152,Sales,Sales Manager,58570,0.3038792637690401,Medium
885,Human Resources,HR Associate,50523,0.3038749507412017,Medium
1104,Sales,Account Manager,73242,0.3037922207280278,Medium
1359,Engineering,QA Engineer,96161,0.3035688688797958,Medium
739,Engineering,Software Engineer,71530,0.3034695031378755,Medium
1108,Finance,Finance Manager,85359,0.3033312192435085,Medium
924,Engineering,QA Engineer,81170,0.3031385039439411,Medium
1479,Human Resources,HR Manager,47686,0.30306424562036266,Medium
751,Marketing,Marketing Manager,52583,0.30216872371258013,Medium
948,Engineering,Senior Engineer,73705,0.30206146309436716,Medium
1131,Customer Support,Support Team Lead,45531,0.3019144259367899,Medium
222,Marketing,Content Specialist,66050,0.3017732249735585,Medium
459,Engineering,Senior Engineer,84963,0.3016767100313418,Medium
1276,Sales,Account Manager,85263,0.30128853793639643,Medium
1011,Engineering,Engineering Manager,117163,0.3012709914644136,Medium
503,Engineering,Software Engineer,62218,0.3011439074674632,Medium
814,Operations,Logistics Coordinator,56329,0.3009541828212839,Medium
163,Sales,Sales Manager,71845,0.3006066062514162,Medium
1239,Marketing,Content Specialist,67393,0.30053985764318064,Medium
704,Engineering,Engineering Manager,135772,0.30021936176371117,Medium
1188,Operations,Logistics Coordinator,58766,0.30007365633680594,Medium
1444,Engineering,Engineering Manager,151572,0.2999979192751809,Low
906,Operations,Operations Associate,31311,0.29980336317995493,Low
224,Operations,Operations Associate,32697,0.2997060700833094,Low
1177,Sales,Account Manager,64848,0.29941512355463823,Low
886,Engineering,Senior Engineer,91073,0.2988235703522999,Low
53,Finance,Accountant,62827,0.29881488085006125,Low
416,Customer Support,Support Team Lead,45357,0.29875264969373916,Low
942,Engineering,QA Engineer,99840,0.2985415499339626,Low
112,Customer Support,Support Associate,33025,0.29839155626775543,Low
241,Sales,Sales Executive,35809,0.2981216113438125,Low
319,Finance,Accountant,62239,0.2979841511378995,Low
458,Engineering,QA Engineer,118919,0.2974428959346687,Low
1464,Finance,Accountant,53785,0.2965667458182284,Low
1048,Engineering,Software Engineer,63250,0.29646673711440585,Low
1102,Sales,Account Manager,76962,0.2961609876802373,Low
347,Operations,Operations Associate,38711,0.29612189279553564,Low
658,Sales,Account Manager,75275,0.2959500695627805,Low
627,Sales,Sales Manager,66514,0.2958033751593834,Low
136,Operations,Operations Manager,56292,0.2957635144088379,Low
838,Sales,Sales Executive,43783,0.2956408464903744,Low
306,Finance,Financial Analyst,54824,0.29523525144885093,Low
1169,Engineering,Engineering Manager,144288,0.2951673433984947,Low
1312,Engineering,Software Engineer,77381,0.29501998784980804,Low
1344,Engineering,Engineering Manager,136986,0.29425236603377525,Low
1095,Sales,Account Manager,78037,0.29398849734990334,Low
98,Sales,Sales Executive,36475,0.29396495964582925,Low
857,Operations,Operations Manager,44162,0.2934680721902933,Low
116,Engineering,QA Engineer,93986,0.2934447959054624,Low
41,Operations,Logistics Coordinator,68986,0.2931280116991796,Low
832,Marketing,Content Specialist,67321,0.29199671870336713,Low
1247,Sales,Account Manager,67877,0.29169244397626387,Low
996,Operations,Operations Manager,48096,0.2915025384371122,Low
842,Customer Support,Support Associate,31034,0.29110793650847444,Low
147,Sales,Sales Executive,43907,0.29053854732413226,Low
872,Customer Support,Support Associate,41434,0.29036535136605957,Low
831,Human Resources,HR Manager,48686,0.2899922876566223,Low
647,Engineering,Senior Engineer,101187,0.28971138252553363,Low
1181,Engineering,QA Engineer,103324,0.2896202588016486,Low
994,Engineering,Engineering Manager,117657,0.2894084658552533,Low
828,Operations,Operations Associate,30922,0.28916177491814904,Low
418,Engineering,QA Engineer,98786,0.2889053174761269,Low
777,Engineering,Senior Engineer,112987,0.28889118733879454,Low
1228,Sales,Account Manager,71760,0.2885759555727772,Low
775,Sales,Account Manager,71160,0.28847809203979,Low
110,Sales,Account Manager,82269,0.2880653500793344,Low
988,Marketing,Content Specialist,75773,0.2878963217300231,Low
124,Sales,Sales Executive,44558,0.2877806831872288,Low
1461,Customer Support,Support Associate,34366,0.2876909044592724,Low
1311,Customer Support,Support Associate,36816,0.2876779136154717,Low
764,Engineering,QA Engineer,112251,0.28760990259945923,Low
1147,Human Resources,Recruiter,67800,0.2875775195291013,Low
1348,Engineering,Engineering Manager,118470,0.28753948682495284,Low
1004,Human Resources,HR Associate,46231,0.2872859004714753,Low
426,Operations,Operations Manager,48905,0.2867527011151168,Low
801,Engineering,Software Engineer,81526,0.2866760083057631,Low
1204,Operations,Operations Manager,45825,0.28613480605445585,Low
444,Engineering,Senior Engineer,81249,0.28609259774509255,Low
676,Engineering,Engineering Manager,118560,0.2860656873173284,Low
1265,Marketing,Content Specialist,74040,0.2859846370697912,Low
326,Operations,Operations Manager,47060,0.28577757137324983,Low
787,Finance,Finance Manager,99612,0.28553551059128857,Low
47,Engineering,QA Engineer,134193,0.28449422563319804,Low
1321,Marketing,Marketing Associate,33175,0.2844739414640564,Low
713,Engineering,Engineering Manager,140304,0.2841585605808216,Low
995,Engineering,QA Engineer,154393,0.28408108936790066,Low
64,Sales,Sales Executive,48875,0.28396010083131445,Low
984,Customer Support,Support Associate,30969,0.28383861906261404,Low
86,Customer Support,Support Associate,34960,0.283584481765404,Low
1411,Human Resources,HR Associate,40985,0.2831860145478578,Low
1058,Customer Support,Support Team Lead,53893,0.2831657399943358,Low
340,Engineering,Senior Engineer,85311,0.28308854128513466,Low
424,Sales,Account Manager,76555,0.2830766332201119,Low
1221,Engineering,QA Engineer,117017,0.28299315094400584,Low
66,Engineering,Senior Engineer,77617,0.28271422971674187,Low
582,Sales,Sales Manager,54793,0.28256511888476626,Low
798,Sales,Sales Executive,58317,0.2824810582005983,Low
1144,Human Resources,HR Associate,33345,0.28205505677772924,Low
479,Operations,Operations Associate,40184,0.2815756499709248,Low
515,Sales,Account Manager,72226,0.28130508418068145,Low
183,Marketing,Marketing Manager,53356,0.281259458102832,Low
1249,Customer Support,Support Team Lead,37109,0.2803804360978718,Low
883,Engineering,QA Engineer,103624,0.2799221293589847,Low
1085,Sales,Account Manager,86294,0.279809374422997,Low
880,Sales,Sales Executive,34220,0.2797028928005862,Low
917,Engineering,Senior Engineer,108769,0.27966398823937816,Low
878,Marketing,Marketing Associate,54603,0.2792913192112289,Low
105,Engineering,QA Engineer,113139,0.27887917691371505,Low
576,Operations,Operations Associate,44459,0.27853793253486386,Low
1277,Sales,Account Manager,68434,0.2784355590484024,Low
781,Customer Support,Support Associate,32077,0.2781821350964918,Low
263,Sales,Account Manager,80616,0.2776849427941862,Low
894,Operations,Logistics Coordinator,67336,0.2769292880675676,Low
1358,Sales,Account Manager,83280,0.2769114987870996,Low
1005,Customer Support,Support Associate,36115,0.2768836912241292,Low
364,Engineering,Software Engineer,78613,0.27554400654379974,Low
1275,Sales,Sales Executive,43472,0.2754495149451556,Low
768,Human Resources,HR Manager,57642,0.27490965367968906,Low
1068,Engineering,QA Engineer,101045,0.2748336871600692,Low
519,Sales,Sales Executive,37541,0.2746316482570576,Low
1063,Operations,Operations Manager,44015,0.2746146930910751,Low
373,Finance,Accountant,63342,0.2744783174453202,Low
35,Finance,Finance Manager,92053,0.27406044399109813,Low
1414,Marketing,Content Specialist,86329,0.27397955732985435,Low
1029,Operations,Operations Associate,37586,0.2739714871090382,Low
215,Engineering,Engineering Manager,123373,0.27368274235464085,Low
1120,Sales,Account Manager,68443,0.2734393046282919,Low
268,Marketing,Marketing Associate,36579,0.2720891193378561,Low
1009,Sales,Account Manager,105162,0.271552121758029,Low
1351,Sales,Account Manager,67782,0.2713755703623848,Low
613,Engineering,Engineering Manager,124189,0.27107619485119283,Low
1402,Operations,Logistics Coordinator,76548,0.2707953788611514,Low
843,Operations,Operations Manager,42212,0.2707829394230722,Low
1153,Operations,Logistics Coordinator,77548,0.27073820618200767,Low
39,Human Resources,HR Manager,51084,0.27071959893289943,Low
542,Engineering,Engineering Manager,132040,0.27043673924850137,Low
1002,Engineering,Senior Engineer,71182,0.27038011928602673,Low
149,Finance,Accountant,78843,0.27036381490574707,Low
904,Human Resources,HR Associate,39176,0.2701631231845681,Low
1115,Sales,Sales Manager,55517,0.2695966343604616,Low
696,Customer Support,Support Associate,31511,0.2695820250555266,Low
1356,Human Resources,Recruiter,86975,0.269515100507636,Low
1284,Engineering,Software Engineer,58804,0.2690662520158451,Low
1478,Customer Support,Support Team Lead,59311,0.2688534540026454,Low
534,Finance,Finance Manager,84130,0.26848611901304137,Low
1377,Sales,Account Manager,102786,0.26826030566767645,Low
131,Engineering,Engineering Manager,123389,0.26808759286448236,Low
1482,Finance,Accountant,64844,0.2674477300931162,Low
1335,Engineering,Senior Engineer,120157,0.2673377398493847,Low
148,Engineering,Software Engineer,64906,0.26684722200286504,Low
1448,Human Resources,HR Associate,37559,0.26680766701635045,Low
173,Sales,Sales Manager,60347,0.2661095625729164,Low
1468,Sales,Sales Executive,36244,0.2658824931746984,Low
150,Engineering,QA Engineer,121409,0.2651798396992183,Low
829,Finance,Finance Manager,74516,0.26501245902526144,Low
1125,Operations,Operations Manager,61449,0.2645264139226758,Low
1394,Sales,Sales Manager,66866,0.2644145067198516,Low
409,Customer Support,Support Associate,33124,0.2644004913205266,Low
895,Engineering,Engineering Manager,129991,0.26437726043991316,Low
239,Operations,Operations Manager,44524,0.2636603575104984,Low
788,Operations,Operations Manager,47453,0.2634164334897316,Low
