EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,HireDate,TenureYears,BusinessTravel,DistanceFromHomeKM,MonthlyIncome,YearsSinceLastPromotion,NumCompaniesWorked,WorkLifeBalance,EnvironmentSatisfaction,JobSatisfaction,OverTime,PerformanceRating,TrainingTimesLastYear,Attrition,SegmentLabel,AttritionRiskScore,RiskCategory
341,36,Female,Single,Customer Support,Support Team Lead,Master's,2024-08-06,1,Travel_Rarely,12,51194,1,1,4,3,4,No,4,3,No,Early-Career Builder,0.3587379925775607,Medium
342,43,Female,Single,Sales,Account Manager,Bachelor's,2013-01-04,12,Travel_Rarely,1,111957,3,2,4,3,3,No,4,2,No,Stable Core,0.0986796380453874,Low
343,26,Male,Single,Engineering,Senior Engineer,Bachelor's,2021-06-04,4,Non-Travel,1,82623,3,1,4,3,3,Yes,4,2,Yes,Early-Career Builder,,
344,21,Female,Married,Customer Support,Support Team Lead,Bachelor's,2024-04-11,1,Non-Travel,5,43074,0,3,4,4,3,No,2,6,No,Early-Career Builder,0.3603114111557153,Medium
345,25,Female,Married,Customer Support,Support Team Lead,Master's,2025-08-27,0,Travel_Frequently,5,45100,0,2,3,3,3,No,3,5,No,Early-Career Builder,0.3812761137742181,Medium
346,33,Female,Divorced,Customer Support,Support Team Lead,Bachelor's,2025-08-11,0,Non-Travel,18,42433,0,0,2,3,3,Yes,3,2,No,Disengaged,0.3570800269198838,Medium
347,30,Female,Single,Operations,Operations Associate,Bachelor's,2022-03-03,3,Non-Travel,1,38711,1,2,3,3,4,No,3,4,No,Early-Career Builder,0.2961218927955356,Low
348,21,Female,Married,Customer Support,Support Team Lead,Bachelor's,2025-09-23,0,Travel_Rarely,17,43054,0,3,4,2,3,No,4,1,No,Early-Career Builder,0.3755546775371939,Medium
349,36,Male,Single,Engineering,Software Engineer,PhD,2023-04-02,2,Non-Travel,1,60903,1,2,1,3,3,Yes,2,1,Yes,Disengaged,,
350,37,Male,Single,Sales,Account Manager,Bachelor's,2024-10-27,1,Travel_Rarely,1,72281,1,1,4,2,3,Yes,3,2,No,Early-Career Builder,0.3718458060990455,Medium
351,31,Female,Single,Sales,Sales Manager,Bachelor's,2020-01-06,5,Travel_Rarely,4,61800,0,0,2,2,3,No,3,2,No,Disengaged,0.5197165530465249,Medium
352,30,Male,Married,Sales,Sales Executive,High School,2020-05-15,5,Travel_Rarely,2,48451,0,2,1,3,2,Yes,4,2,No,Disengaged,0.5040831035166136,Medium
353,42,Female,Single,Engineering,Engineering Manager,Bachelor's,2024-06-18,1,Travel_Rarely,1,111117,1,2,4,4,3,Yes,3,0,No,Early-Career Builder,0.3854168464724221,Medium
354,23,Male,Divorced,Marketing,Marketing Manager,High School,2022-01-26,3,Travel_Rarely,41,65058,0,1,4,4,4,No,4,1,No,Early-Career Builder,0.2264850296320932,Low
355,37,Male,Married,Marketing,Content Specialist,Bachelor's,2025-02-05,0,Travel_Frequently,1,59490,0,5,1,1,3,No,3,1,No,Disengaged,0.449402114452566,Medium
356,40,Male,Single,Customer Support,Support Team Lead,Bachelor's,2022-10-08,3,Travel_Rarely,1,49823,3,1,2,3,2,Yes,4,0,No,High Performer / Flight Risk,0.4656708360988043,Medium
357,32,Female,Married,Sales,Sales Executive,Master's,2022-05-08,3,Travel_Rarely,10,49288,0,3,3,4,2,Yes,3,1,No,High Performer / Flight Risk,0.501636628386198,Medium
358,45,Female,Single,Operations,Operations Associate,Bachelor's,2018-12-12,7,Travel_Rarely,34,36824,1,1,4,4,1,No,3,2,No,High Performer / Flight Risk,0.2612721587743223,Low
359,49,Male,Married,Marketing,Marketing Associate,Bachelor's,2022-05-01,3,Travel_Rarely,7,44308,1,1,3,3,4,No,3,4,No,Early-Career Builder,0.2492113761718025,Low
360,38,Female,Married,Customer Support,Support Associate,Bachelor's,2024-07-07,1,Non-Travel,24,31517,1,0,1,2,4,No,3,2,Yes,Disengaged,,
361,50,Female,Single,Finance,Accountant,Bachelor's,2016-06-29,9,Travel_Rarely,12,76165,0,1,4,3,4,No,2,0,No,Stable Core,0.14774126609696,Low
362,27,Female,Single,Sales,Sales Manager,Master's,2020-05-01,5,Non-Travel,3,62322,1,4,1,3,3,No,4,1,Yes,Disengaged,,
363,38,Male,Married,Operations,Operations Associate,Bachelor's,2020-01-08,5,Non-Travel,1,42460,4,3,3,4,4,No,3,2,No,Early-Career Builder,0.2583515756706836,Low
364,43,Female,Single,Engineering,Software Engineer,Bachelor's,2019-05-05,6,Travel_Rarely,9,78613,0,0,4,3,3,No,3,1,No,Stable Core,0.2755440065437997,Low
365,31,Female,Single,Sales,Sales Executive,Bachelor's,2024-10-01,1,Travel_Rarely,6,32232,1,2,3,3,4,No,4,4,No,Early-Career Builder,0.3066669311972823,Medium
366,36,Male,Single,Engineering,Engineering Manager,Master's,2022-08-02,3,Travel_Frequently,6,129517,0,2,1,4,4,Yes,4,3,Yes,Disengaged,,
367,40,Male,Married,Engineering,Engineering Manager,Bachelor's,2021-04-02,4,Non-Travel,6,136561,0,0,2,3,1,No,4,4,No,High Performer / Flight Risk,0.3395088814464262,Medium
368,30,Male,Married,Customer Support,Support Team Lead,PhD,2020-10-25,5,Travel_Rarely,6,51021,0,2,3,3,4,Yes,4,2,No,Early-Career Builder,0.5594351035358784,Medium
369,40,Female,Single,Operations,Logistics Coordinator,Bachelor's,2014-01-13,11,Travel_Rarely,2,82704,3,2,2,4,3,No,3,2,No,Stable Core,0.1297975998675818,Low
370,31,Male,Married,Sales,Account Manager,Bachelor's,2025-04-01,0,Travel_Rarely,9,73849,0,3,2,3,1,No,3,2,Yes,High Performer / Flight Risk,,
371,26,Male,Married,Sales,Sales Executive,Bachelor's,2020-04-18,5,Travel_Rarely,6,44698,5,1,3,4,2,Yes,4,5,No,High Performer / Flight Risk,0.4140905701865527,Medium
372,37,Male,Married,Finance,Financial Analyst,Bachelor's,2022-11-20,3,Travel_Frequently,5,42475,2,1,3,1,1,No,3,1,Yes,High Performer / Flight Risk,,
373,28,Male,Married,Finance,Accountant,Master's,2024-08-27,1,Travel_Frequently,7,63342,1,3,3,3,4,No,2,4,No,Early-Career Builder,0.2744783174453202,Low
374,32,Male,Married,Sales,Sales Executive,Bachelor's,2025-01-15,0,Travel_Rarely,9,39763,0,1,3,4,3,No,3,2,No,Early-Career Builder,0.4018495030669746,Medium
375,31,Male,Single,Human Resources,HR Associate,Master's,2018-03-11,7,Non-Travel,2,45926,1,5,1,4,1,Yes,4,2,No,High Performer / Flight Risk,0.4417304153796403,Medium
376,43,Male,Divorced,Operations,Logistics Coordinator,Master's,2021-05-05,4,Non-Travel,10,65628,1,0,3,2,3,No,3,1,No,Early-Career Builder,0.2536104479398032,Low
377,36,Male,Single,Sales,Sales Manager,Bachelor's,2025-11-14,0,Travel_Rarely,2,51750,0,4,3,4,4,Yes,4,3,No,Early-Career Builder,0.4773911878945313,Medium
378,42,Male,Single,Engineering,Software Engineer,Master's,2021-04-25,4,Non-Travel,2,65141,0,3,3,3,2,Yes,4,1,No,High Performer / Flight Risk,0.4901948271058886,Medium
379,35,Male,Divorced,Marketing,Content Specialist,Master's,2023-08-24,2,Travel_Frequently,19,65650,1,2,4,2,4,No,5,2,No,Early-Career Builder,0.1834017677969891,Low
380,28,Male,Single,Finance,Finance Manager,High School,2025-05-09,0,Travel_Rarely,1,67424,0,3,4,2,3,No,3,3,No,Early-Career Builder,0.3397507005333418,Medium
381,30,Male,Married,Engineering,Software Engineer,Master's,2019-10-11,6,Travel_Rarely,3,67747,2,2,3,4,1,No,5,0,No,High Performer / Flight Risk,0.3124831538852521,Medium
382,38,Female,Married,Engineering,QA Engineer,High School,2022-10-17,3,Non-Travel,3,107233,0,0,2,1,3,No,2,5,No,Disengaged,0.3413028608703331,Medium
383,21,Male,Divorced,Human Resources,HR Associate,Bachelor's,2024-10-03,1,Travel_Rarely,13,37846,1,0,1,1,3,No,4,1,No,Disengaged,0.3832719504507146,Medium
384,26,Female,Single,Sales,Sales Executive,Bachelor's,2025-02-22,0,Travel_Rarely,12,36525,0,2,3,3,3,Yes,3,0,No,Early-Career Builder,0.4615717984779053,Medium
385,21,Male,Married,Sales,Sales Manager,Bachelor's,2024-11-12,1,Travel_Rarely,4,55466,1,4,4,3,2,No,5,3,No,High Performer / Flight Risk,0.3371344161387612,Medium
386,42,Female,Married,Engineering,Software Engineer,Master's,2014-06-12,11,Non-Travel,8,84117,0,3,3,3,4,No,4,5,No,Stable Core,0.1253026181530318,Low
387,39,Male,Married,Operations,Logistics Coordinator,Master's,2019-01-29,6,Travel_Rarely,4,64819,0,3,3,1,4,Yes,5,2,No,Stable Core,0.321892928426035,Medium
388,27,Male,Single,Finance,Accountant,High School,2022-11-24,3,Non-Travel,1,76341,3,5,2,3,3,Yes,3,0,No,Disengaged,0.3981084450200431,Medium
389,41,Female,Single,Sales,Sales Executive,Bachelor's,2023-11-14,2,Travel_Rarely,6,45823,1,0,3,2,4,No,4,3,No,Early-Career Builder,0.345405257658973,Medium
390,29,Female,Married,Customer Support,Support Associate,Bachelor's,2021-01-31,4,Travel_Rarely,21,38001,0,3,1,1,3,No,1,4,Yes,Disengaged,,
391,38,Male,Married,Finance,Finance Manager,Master's,2024-02-24,1,Travel_Rarely,2,72567,0,1,4,1,3,Yes,2,2,Yes,Early-Career Builder,,
392,45,Female,Single,Customer Support,Support Team Lead,Bachelor's,2023-01-02,3,Non-Travel,11,47750,0,1,2,3,1,Yes,4,0,Yes,High Performer / Flight Risk,,
393,40,Male,Married,Engineering,Software Engineer,Bachelor's,2023-04-18,2,Travel_Frequently,5,71231,2,4,1,2,4,No,5,0,No,Disengaged,0.4763802442258583,Medium
394,30,Male,Single,Sales,Account Manager,Master's,2019-07-13,6,Travel_Rarely,15,92470,1,2,3,4,3,Yes,3,1,No,Stable Core,0.3187107876462116,Medium
395,40,Female,Single,Customer Support,Support Associate,Bachelor's,2024-05-16,1,Travel_Rarely,2,36435,0,1,1,3,4,No,3,3,No,Disengaged,0.5430731986381062,Medium
396,36,Female,Married,Sales,Account Manager,Master's,2025-02-02,0,Travel_Rarely,27,60212,0,3,3,4,3,No,5,3,Yes,Early-Career Builder,,
397,39,Male,Single,Finance,Accountant,Master's,2025-04-04,0,Travel_Rarely,1,58135,0,2,3,3,4,No,3,6,Yes,Early-Career Builder,,
398,38,Male,Divorced,Finance,Financial Analyst,High School,2024-02-02,1,Travel_Rarely,6,45265,0,2,3,4,4,No,4,2,No,Early-Career Builder,0.2480741924969156,Low
399,36,Male,Divorced,Human Resources,HR Manager,Master's,2025-10-19,0,Travel_Rarely,14,45492,0,2,3,2,3,No,3,3,Yes,Early-Career Builder,,
400,43,Female,Single,Marketing,Marketing Associate,Master's,2023-12-05,2,Travel_Rarely,4,43166,2,2,4,3,4,No,2,4,No,Early-Career Builder,0.3316660558673578,Medium
401,31,Female,Single,Engineering,Engineering Manager,Bachelor's,2024-08-19,1,Non-Travel,9,121975,0,1,2,3,4,No,5,2,No,Disengaged,0.3058584258090132,Medium
402,36,Female,Single,Operations,Operations Associate,Bachelor's,2024-01-22,1,Travel_Rarely,1,36874,1,3,3,2,4,No,3,1,No,Early-Career Builder,0.3044677487868936,Medium
403,44,Female,Divorced,Human Resources,HR Associate,Master's,2020-10-28,5,Non-Travel,1,45750,0,0,3,3,3,Yes,5,0,No,Early-Career Builder,0.3731651728496368,Medium
404,26,Male,Married,Engineering,Senior Engineer,High School,2020-04-03,5,Travel_Rarely,3,97649,5,1,3,2,3,No,3,1,No,Stable Core,0.394302547761162,Medium
405,21,Male,Single,Engineering,QA Engineer,Bachelor's,2025-10-13,0,Travel_Rarely,2,100220,0,4,4,3,3,Yes,4,2,Yes,Early-Career Builder,,
406,49,Female,Married,Sales,Account Manager,Master's,2023-04-18,2,Non-Travel,2,76214,2,1,4,4,4,No,3,1,No,Early-Career Builder,0.1952751872954739,Low
407,22,Female,Married,Customer Support,Support Team Lead,Bachelor's,2024-06-15,1,Travel_Rarely,3,42890,1,0,3,3,3,No,3,1,Yes,Early-Career Builder,,
408,29,Female,Married,Finance,Accountant,Master's,2023-03-15,2,Travel_Rarely,3,62756,2,2,3,3,1,No,3,3,Yes,High Performer / Flight Risk,,
409,37,Male,Single,Customer Support,Support Associate,Master's,2023-05-04,2,Non-Travel,7,33124,2,1,3,4,4,No,3,1,No,Early-Career Builder,0.2644004913205266,Low
410,41,Female,Single,Engineering,Senior Engineer,Master's,2023-01-01,3,Non-Travel,5,94289,1,3,4,2,3,Yes,3,1,No,Early-Career Builder,0.495334582303489,Medium
411,32,Male,Single,Sales,Sales Executive,Master's,2015-03-09,10,Travel_Rarely,5,58180,4,0,3,3,4,No,4,0,No,Stable Core,0.1782958537921486,Low
412,28,Female,Divorced,Customer Support,Support Team Lead,High School,2022-01-29,3,Travel_Rarely,7,46159,1,3,2,2,3,Yes,4,1,Yes,Disengaged,,
413,42,Male,Married,Engineering,Engineering Manager,Bachelor's,2019-12-06,6,Travel_Rarely,2,142476,1,0,3,1,1,Yes,4,3,Yes,Stable Core,,
414,32,Male,Single,Customer Support,Support Associate,Master's,2021-12-10,4,Travel_Rarely,12,35003,1,2,3,1,2,No,5,2,No,High Performer / Flight Risk,0.3516869045825343,Medium
415,38,Male,Married,Operations,Operations Associate,High School,2023-01-24,2,Travel_Rarely,1,36808,0,2,3,3,4,Yes,4,1,No,Early-Career Builder,0.4113995449109349,Medium
416,44,Female,Divorced,Customer Support,Support Team Lead,High School,2024-03-14,1,Travel_Rarely,1,45357,1,0,2,4,1,No,4,2,No,High Performer / Flight Risk,0.2987526496937391,Low
417,34,Female,Single,Sales,Sales Executive,Master's,2021-10-22,4,Travel_Rarely,4,50105,2,3,3,3,4,No,2,2,No,Early-Career Builder,0.4136209053967132,Medium
418,29,Male,Married,Engineering,QA Engineer,Bachelor's,2023-10-04,2,Travel_Rarely,1,98786,2,2,4,4,4,No,4,3,No,Early-Career Builder,0.2889053174761269,Low
419,41,Female,Single,Operations,Logistics Coordinator,High School,2023-09-05,2,Travel_Rarely,2,56367,2,1,2,2,3,Yes,3,1,No,Disengaged,0.4904667078867867,Medium
420,31,Male,Married,Operations,Operations Associate,Bachelor's,2025-12-14,0,Travel_Rarely,1,31950,0,1,3,3,2,No,4,1,No,High Performer / Flight Risk,0.3462862127630945,Medium
421,35,Male,Single,Sales,Sales Manager,Bachelor's,2025-11-12,0,Travel_Rarely,1,59812,0,2,1,1,1,No,3,3,Yes,High Performer / Flight Risk,,
422,41,Female,Married,Customer Support,Support Associate,Bachelor's,2021-02-01,4,Travel_Rarely,10,37632,2,3,3,1,4,Yes,4,2,No,Early-Career Builder,0.3745698331752783,Medium
423,43,Male,Single,Customer Support,Support Associate,Bachelor's,2019-05-04,6,Travel_Rarely,7,40378,1,1,3,3,2,No,2,2,Yes,High Performer / Flight Risk,,
424,40,Female,Single,Sales,Account Manager,Master's,2024-11-22,1,Travel_Frequently,7,76555,0,5,4,3,4,No,3,2,No,Early-Career Builder,0.2830766332201119,Low
425,55,Male,Married,Finance,Finance Manager,Master's,2022-07-01,3,Travel_Rarely,7,77312,0,1,2,3,4,No,3,6,No,Disengaged,0.2191087705685413,Low
426,21,Male,Married,Operations,Operations Manager,High School,2025-06-20,0,Non-Travel,4,48905,0,0,3,3,3,No,3,6,No,Early-Career Builder,0.2867527011151168,Low
427,37,Female,Married,Customer Support,Support Associate,Bachelor's,2018-05-09,7,Non-Travel,6,41123,0,5,3,3,2,Yes,3,2,No,High Performer / Flight Risk,0.3854948530563065,Medium
428,46,Male,Single,Customer Support,Support Team Lead,Bachelor's,2024-03-27,1,Travel_Frequently,1,39694,1,2,2,2,4,No,2,0,No,Disengaged,0.3635223800421889,Medium
429,32,Female,Married,Sales,Sales Manager,Bachelor's,2024-08-08,1,Non-Travel,6,55731,0,3,2,2,1,Yes,4,2,No,High Performer / Flight Risk,0.6162115908261984,High
430,46,Male,Married,Customer Support,Support Associate,Master's,2010-10-24,15,Travel_Rarely,3,53299,1,1,2,4,2,No,3,4,No,Stable Core,0.2468356955685929,Low
431,26,Male,Single,Marketing,Marketing Manager,Master's,2020-03-26,5,Travel_Rarely,1,65586,1,2,3,3,3,No,4,3,No,Early-Career Builder,0.3190328131500091,Medium
432,27,Male,Married,Sales,Account Manager,Bachelor's,2024-08-24,1,Travel_Rarely,2,54846,1,2,3,2,1,No,4,4,Yes,High Performer / Flight Risk,,
433,46,Male,Married,Sales,Sales Manager,Master's,2024-03-27,1,Travel_Rarely,17,57126,1,1,3,1,4,Yes,4,1,Yes,Early-Career Builder,,
434,35,Female,Divorced,Engineering,Software Engineer,Bachelor's,2022-12-18,3,Travel_Rarely,5,64842,3,1,4,3,4,No,2,3,No,Early-Career Builder,0.2126889651441171,Low
435,34,Female,Single,Customer Support,Support Associate,Bachelor's,2022-03-31,3,Travel_Rarely,1,40001,3,0,4,3,3,Yes,4,3,Yes,Early-Career Builder,,
436,21,Female,Married,Operations,Logistics Coordinator,Bachelor's,2024-03-14,1,Non-Travel,2,56876,1,1,2,2,3,No,4,4,No,Disengaged,0.4196526033008517,Medium
437,31,Female,Single,Finance,Finance Manager,Master's,2019-03-28,6,Non-Travel,5,82014,2,2,3,1,4,Yes,4,4,No,Stable Core,0.3589137349307832,Medium
438,28,Male,Married,Sales,Sales Executive,High School,2022-05-08,3,Travel_Rarely,2,40726,2,0,4,2,4,Yes,4,1,No,Early-Career Builder,0.5003881872941983,Medium
439,31,Male,Married,Operations,Logistics Coordinator,Bachelor's,2018-06-23,7,Travel_Rarely,17,65840,0,1,3,2,3,No,3,5,No,Stable Core,0.2145060364571692,Low
440,39,Male,Single,Operations,Operations Associate,High School,2023-09-30,2,Travel_Frequently,9,39228,2,4,2,3,3,Yes,4,1,No,Disengaged,0.380804785438049,Medium
441,32,Male,Married,Marketing,Content Specialist,Master's,2017-02-01,8,Non-Travel,17,82059,0,1,3,1,4,Yes,4,1,No,Stable Core,0.2279400212450445,Low
442,49,Female,Single,Sales,Sales Manager,Bachelor's,2020-02-04,5,Travel_Frequently,11,73842,5,3,3,3,2,Yes,3,4,No,High Performer / Flight Risk,0.3125282392100582,Medium
443,31,Male,Single,Sales,Sales Executive,Master's,2018-03-31,7,Non-Travel,2,51986,0,4,4,1,3,No,3,0,No,Early-Career Builder,0.259818903689531,Low
444,24,Male,Married,Engineering,Senior Engineer,Bachelor's,2024-04-18,1,Travel_Frequently,12,81249,1,3,4,2,4,No,3,1,No,Early-Career Builder,0.2860925977450925,Low
445,34,Male,Married,Customer Support,Support Team Lead,Bachelor's,2023-03-20,2,Travel_Frequently,21,49689,1,3,3,3,1,No,4,4,No,High Performer / Flight Risk,0.3705703227674536,Medium
446,24,Female,Married,Sales,Sales Manager,PhD,2024-10-04,1,Travel_Frequently,1,54523,0,2,3,3,3,No,3,3,No,Early-Career Builder,0.3669903480038232,Medium
447,33,Male,Married,Engineering,Engineering Manager,Bachelor's,2024-08-13,1,Non-Travel,14,121278,1,6,1,4,4,No,4,2,No,Disengaged,0.4887198066810676,Medium
448,41,Male,Married,Marketing,Content Specialist,Master's,2025-06-18,0,Travel_Rarely,5,69637,0,2,3,2,2,No,5,1,No,High Performer / Flight Risk,0.390550373218994,Medium
449,30,Male,Single,Finance,Financial Analyst,Bachelor's,2021-05-24,4,Travel_Rarely,9,43991,0,2,3,3,2,No,4,1,No,High Performer / Flight Risk,0.4694740619620327,Medium
450,21,Female,Married,Human Resources,HR Manager,Bachelor's,2024-08-22,1,Non-Travel,3,48742,0,4,4,3,3,No,3,0,No,Early-Career Builder,0.3509720696066214,Medium
451,47,Male,Divorced,Customer Support,Support Associate,Bachelor's,2016-07-31,9,Travel_Rarely,11,41495,3,3,1,2,4,Yes,3,3,Yes,Disengaged,,
452,29,Male,Married,Marketing,Content Specialist,Bachelor's,2022-06-04,3,Non-Travel,2,68501,1,1,1,4,3,Yes,3,5,Yes,Disengaged,,
453,37,Female,Married,Sales,Sales Executive,Master's,2023-11-11,2,Non-Travel,9,47875,0,2,4,1,4,Yes,4,3,No,Early-Career Builder,0.4171085237702108,Medium
454,24,Female,Divorced,Operations,Operations Manager,Bachelor's,2025-12-17,0,Travel_Frequently,1,45924,0,1,2,3,4,Yes,2,5,No,Disengaged,0.4010091183086284,Medium
455,34,Female,Single,Engineering,QA Engineer,Master's,2024-05-06,1,Travel_Rarely,4,96152,1,3,2,3,4,No,4,2,No,Disengaged,0.319027095115717,Medium
456,33,Male,Married,Marketing,Marketing Associate,Master's,2023-12-11,2,Travel_Rarely,6,39996,2,3,3,3,3,Yes,3,0,Yes,Early-Career Builder,,
457,40,Male,Single,Engineering,Engineering Manager,Master's,2022-04-10,3,Travel_Frequently,6,152710,3,1,3,1,3,Yes,4,4,No,Stable Core,0.4524176455532173,Medium
458,41,Female,Single,Engineering,QA Engineer,Master's,2021-01-23,4,Non-Travel,15,118919,0,2,3,3,4,No,3,0,No,Stable Core,0.2974428959346687,Low
459,35,Male,Single,Engineering,Senior Engineer,Master's,2024-12-23,1,Non-Travel,45,84963,1,1,3,4,3,No,4,3,No,Early-Career Builder,0.3016767100313418,Medium
460,25,Male,Married,Finance,Financial Analyst,Bachelor's,2020-07-29,5,Travel_Rarely,6,51454,0,4,3,4,4,Yes,3,1,No,Early-Career Builder,0.4275318877430383,Medium
461,24,Male,Married,Operations,Logistics Coordinator,Master's,2024-10-23,1,Travel_Rarely,1,57179,0,0,3,4,2,No,3,2,No,High Performer / Flight Risk,0.4086945320376535,Medium
462,31,Female,Married,Customer Support,Support Team Lead,High School,2020-11-08,5,Travel_Rarely,4,52650,5,2,3,4,4,No,3,2,No,Early-Career Builder,0.379771348940238,Medium
463,42,Female,Single,Engineering,QA Engineer,Bachelor's,2025-11-16,0,Non-Travel,2,85504,0,1,3,4,4,No,2,3,Yes,Early-Career Builder,,
464,48,Male,Divorced,Finance,Financial Analyst,Bachelor's,2012-08-05,13,Travel_Rarely,5,64168,2,4,4,3,2,Yes,3,2,No,Stable Core,0.2236270863042152,Low
465,32,Male,Single,Sales,Account Manager,Bachelor's,2016-10-07,9,Non-Travel,1,91990,0,2,3,4,4,No,4,2,No,Stable Core,0.0976515476100882,Low
466,52,Female,Single,Operations,Operations Manager,Bachelor's,2023-06-26,2,Travel_Rarely,4,52692,0,2,4,4,3,Yes,4,5,No,Early-Career Builder,0.3432987247424959,Medium
467,22,Female,Single,Human Resources,HR Associate,Bachelor's,2025-06-29,0,Non-Travel,2,30001,0,2,3,1,4,No,4,4,No,Early-Career Builder,0.3055872799129916,Medium
468,21,Male,Single,Operations,Operations Manager,High School,2024-07-23,1,Non-Travel,8,51778,1,0,3,3,2,No,2,2,No,High Performer / Flight Risk,0.3338870828781492,Medium
469,35,Female,Single,Operations,Logistics Coordinator,Bachelor's,2024-12-22,1,Travel_Rarely,4,64945,1,3,3,3,3,No,4,1,No,Early-Career Builder,0.3296234733705958,Medium
470,25,Male,Married,Human Resources,HR Associate,Master's,2022-06-16,3,Travel_Frequently,5,37091,1,1,3,2,1,Yes,1,0,Yes,High Performer / Flight Risk,,
471,31,Male,Married,Engineering,Engineering Manager,Master's,2025-12-20,0,Travel_Rarely,16,109164,0,4,1,4,2,No,4,1,Yes,Disengaged,,
472,26,Female,Married,Engineering,QA Engineer,High School,2021-10-01,4,Non-Travel,1,110562,1,1,4,3,4,No,3,3,No,Stable Core,0.2404354651524058,Low
473,38,Male,Married,Sales,Account Manager,High School,2023-02-07,2,Travel_Rarely,1,69789,0,0,3,4,4,No,2,4,Yes,Early-Career Builder,,
474,46,Female,Single,Customer Support,Support Team Lead,Master's,2019-02-19,6,Travel_Rarely,22,51334,0,0,3,3,4,No,3,5,No,Early-Career Builder,0.3154781580352226,Medium
475,33,Male,Single,Customer Support,Support Team Lead,Bachelor's,2025-12-24,0,Travel_Rarely,4,42048,0,1,2,3,3,Yes,2,2,No,Disengaged,0.5445572920946902,Medium
476,47,Male,Married,Finance,Accountant,Master's,2024-07-28,1,Travel_Frequently,7,61268,0,3,2,4,3,No,4,5,No,Disengaged,0.2350188443477633,Low
477,27,Male,Married,Finance,Accountant,Bachelor's,2023-02-05,2,Travel_Frequently,14,62298,0,2,4,2,1,No,4,6,No,High Performer / Flight Risk,0.4116777008684789,Medium
478,22,Male,Single,Operations,Operations Associate,Bachelor's,2023-11-15,2,Travel_Rarely,1,35533,2,1,2,1,3,Yes,3,2,No,Disengaged,0.4862039735664945,Medium
479,41,Female,Divorced,Operations,Operations Associate,High School,2021-09-06,4,Travel_Rarely,22,40184,0,1,2,4,3,No,3,5,No,Disengaged,0.2815756499709248,Low
480,37,Male,Married,Sales,Account Manager,Bachelor's,2016-08-25,9,Travel_Frequently,29,87413,3,2,3,3,4,No,4,2,No,Stable Core,0.1373077550794633,Low
481,29,Female,Single,Sales,Sales Manager,High School,2019-06-11,6,Travel_Frequently,13,78281,0,1,3,4,4,No,4,1,No,Stable Core,0.3205600418673832,Medium
482,34,Male,Married,Marketing,Marketing Associate,PhD,2025-07-15,0,Travel_Rarely,4,34172,0,3,3,1,4,No,4,0,No,Early-Career Builder,0.3742116589505384,Medium
483,21,Female,Married,Sales,Sales Executive,Bachelor's,2024-04-15,1,Travel_Frequently,3,40321,0,1,3,2,1,Yes,3,3,Yes,High Performer / Flight Risk,,
484,36,Female,Married,Engineering,Engineering Manager,Bachelor's,2019-03-07,6,Travel_Rarely,29,154876,0,4,2,2,2,No,4,1,No,Stable Core,0.3544364121748298,Medium
485,46,Female,Single,Marketing,Marketing Manager,High School,2025-08-24,0,Non-Travel,2,49562,0,2,3,3,2,Yes,2,1,Yes,High Performer / Flight Risk,,
486,22,Female,Married,Engineering,Software Engineer,Master's,2023-04-06,2,Travel_Rarely,3,62184,2,1,2,4,3,No,2,4,No,Disengaged,0.4259584644389153,Medium
487,33,Male,Single,Engineering,Software Engineer,Master's,2015-05-13,10,Travel_Rarely,1,89524,0,3,3,3,4,No,4,3,No,Stable Core,0.1506166625037715,Low
488,32,Male,Single,Sales,Sales Manager,Bachelor's,2024-12-16,1,Travel_Rarely,2,57348,0,1,4,4,4,No,5,0,Yes,Early-Career Builder,,
489,27,Female,Single,Operations,Operations Associate,Master's,2022-05-16,3,Travel_Rarely,1,37398,2,3,4,3,2,No,4,1,No,High Performer / Flight Risk,0.4235219706569826,Medium
490,29,Female,Single,Customer Support,Support Team Lead,Bachelor's,2025-09-29,0,Travel_Rarely,7,39239,0,2,3,2,4,No,3,0,Yes,Early-Career Builder,,
491,40,Female,Single,Customer Support,Support Team Lead,Bachelor's,2025-05-29,0,Travel_Frequently,1,43687,0,1,2,3,4,No,3,2,No,Disengaged,0.3930486295952343,Medium
492,34,Male,Divorced,Engineering,Engineering Manager,Bachelor's,2025-10-27,0,Travel_Frequently,27,113957,0,2,3,1,2,Yes,2,2,Yes,High Performer / Flight Risk,,
493,37,Female,Single,Human Resources,Recruiter,Master's,2024-06-05,1,Travel_Rarely,1,57266,0,0,4,4,2,No,5,2,No,High Performer / Flight Risk,0.4171996873093551,Medium
494,45,Male,Single,Customer Support,Support Team Lead,Bachelor's,2021-08-28,4,Travel_Rarely,4,44788,4,4,3,1,2,No,3,0,No,High Performer / Flight Risk,0.4348513070187562,Medium
495,37,Male,Married,Operations,Operations Associate,Bachelor's,2021-06-17,4,Non-Travel,2,39179,1,2,3,2,2,No,4,1,No,High Performer / Flight Risk,0.3815850008708433,Medium
496,37,Female,Married,Engineering,Software Engineer,Master's,2025-03-09,0,Travel_Rarely,9,59211,0,2,3,3,4,No,3,0,No,Early-Career Builder,0.4157298427493711,Medium
497,21,Female,Divorced,Sales,Account Manager,Bachelor's,2025-05-18,0,Non-Travel,1,66885,0,0,3,4,4,No,4,1,No,Early-Career Builder,0.2578405313255072,Low
